river,date,year,month,water_level,water_level_observed,runoff,runoff_observed,temp_max_observed,temp_min_observed,temp_mean_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean
Jiji,2000-05-01,2000,5,0.6032258064516127,0.6032258064516127,,,21.483870967741932,9.316129032258063,15.399999999999999,7.5,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.020481008064507,15.618250000000046,25.953520000000026,39.869308351819996,-1.1588735680681452,0.6170271044115592,13.614536250000015,101416.73583333332
Jiji,2000-06-01,2000,6,0.5396666666666668,0.5396666666666668,,,20.633333333333333,7.393333333333332,14.013333333333332,0.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.425148333333368,14.481700000000046,25.60390000000001,20.80774300214,-1.0649070105302778,0.9553911906988889,11.428828472222222,101557.73202777778
Jiji,2000-07-01,2000,7,0.4912903225806452,0.4912903225806452,,,21.29032258064516,7.1571428571428575,14.22373271889401,3.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.094985981182845,13.169500000000028,26.494799999999998,1.87301634994,-0.5664522736334677,1.1389137776606453,9.257391491935493,101495.11323924731
Jiji,2000-08-01,2000,8,0.3938709677419354,0.3938709677419354,,,21.987096774193546,8.18709677419355,15.087096774193547,0.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.231852741935484,14.865080000000034,27.190500000000043,13.6151313691,-0.7577617194818548,1.1164732492724503,10.550794274193606,101486.24483870967
Jiji,2000-09-01,2000,9,0.34366666666666656,0.34366666666666656,,,23.546666666666667,9.1,16.323333333333334,4.4,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,21.891680388888915,15.75567000000001,28.61062000000004,10.64610482902,-0.9219082725388889,0.9274790449049306,9.741249750000009,101239.56696527779
Jiji,2000-10-01,2000,10,0.4416129032258065,0.4416129032258065,,,22.39677419354839,10.670967741935483,16.533870967741937,165.70000000000002,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.486626075268816,15.02126000000004,28.24905000000001,174.63421818598,-0.5095474685879032,0.5149847841946237,13.589367177419376,101314.24549731183
Jiji,2000-11-01,2000,11,0.6479999999999999,0.6479999999999999,,,20.603333333333335,11.243333333333332,15.923333333333334,324.59999999999997,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.937898055555593,14.612360000000024,24.27206000000001,292.17171742906,-0.14876736767208334,0.21996394355194443,15.471779458333344,101280.57131944444
Jiji,2000-12-01,2000,12,0.8112903225806453,0.8112903225806453,,,20.41935483870968,11.464516129032258,15.941935483870969,246.29999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.676119395161322,14.939000000000021,24.976740000000007,305.71627598582,-0.08996161615537634,0.4292651553490592,15.789777325268858,101415.76112231183
Jiji,2001-01-01,2001,1,1.2851612903225809,1.2851612903225809,,,19.70322580645161,11.367741935483872,15.535483870967742,214.9,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.213095685483893,14.756070000000022,24.014980000000037,352.16569849538,0.24113288014610215,0.4364013265413978,15.6238015860215,101401.37517473118
Jiji,2001-02-01,2001,2,0.8175,0.8175,,,21.199999999999996,10.38928571428571,15.794642857142854,157.99999999999994,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.094792604166685,15.168100000000038,26.091000000000008,221.4174271764,-0.1558251837577381,0.44996947381428576,15.877624404761946,101309.18706845237
Jiji,2001-03-01,2001,3,0.7700000000000001,0.7700000000000001,,,20.729032258064517,10.16774193548387,15.448387096774194,170.79999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.801313064516137,15.152980000000014,26.095180000000028,266.37792578434,-0.1659686379469086,0.5183535150258065,16.021279623655914,101358.51768145162
Jiji,2001-04-01,2001,4,1.0550000000000002,1.0550000000000002,,,20.753333333333334,11.21,15.981666666666667,164.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.84299488888888,15.127280000000042,24.42297000000002,166.96810735274002,-1.1120883313680556,0.32887744817402775,15.48874362500004,101412.46954166665
Jiji,2001-05-01,2001,5,0.7393548387096773,0.7393548387096773,,,19.545161290322575,10.474193548387097,15.009677419354837,51.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.8152908602151,14.893760000000043,23.66735,147.0518108768,-1.0810711760091398,0.4861317549262097,14.507413790322573,101538.5816263441
Jiji,2001-06-01,2001,6,0.5526666666666666,0.5526666666666666,,,19.6,7.820000000000002,13.71,6.799999999999999,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.54206216666671,13.346519999999998,24.21926000000002,38.88082514794,-0.7600909968799999,0.7845425709080556,12.828756861111117,101604.59509722222
Jiji,2001-07-01,2001,7,0.5109677419354839,0.5109677419354839,,,20.14516129032258,7.52258064516129,13.833870967741936,27.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.61917779569893,13.968650000000025,24.823000000000036,25.18939978078,-0.7046254676254032,0.9069676983557795,11.72702134408604,101586.0482594086
Jiji,2001-08-01,2001,8,0.46322580645161293,0.46322580645161293,,,21.638709677419353,7.969999999999999,14.804354838709676,31.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.79186811827958,13.771800000000042,26.905970000000025,10.31255729232,-0.5023658129799731,0.8341178080429651,11.357157190860278,101548.47904569891
Jiji,2001-09-01,2001,9,0.5186666666666667,0.5186666666666667,,,21.599999999999998,9.450000000000001,15.524999999999999,90.9,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.94826308333336,15.302760000000035,27.51302000000004,108.32452807566,-0.2861182117811111,0.5749813720520833,13.158065527777808,101338.612375
Jiji,2001-10-01,2001,10,0.5348387096774194,0.5348387096774194,,,20.970967741935485,10.50322580645161,15.737096774193548,91.09999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.959431733870986,15.25857000000002,27.238699999999994,160.04419325684,-0.31441916674677417,0.41865781348225806,14.874883870967778,101357.1751344086
Jiji,2001-11-01,2001,11,0.615,0.615,,,20.780000000000005,10.853333333333333,15.81666666666667,123.50000000000001,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.984162166666692,15.030850000000044,25.039800000000014,236.24992357426,-0.5080024734030556,0.16847345575291667,15.317267652777787,101393.33919444444
Jiji,2001-12-01,2001,12,0.6635483870967741,0.6635483870967741,,,21.18064516129032,11.196774193548382,16.188709677419354,181.3,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.901356008064568,14.212030000000027,25.019100000000037,281.32867821596005,-0.36906828289274196,0.2271796187245968,15.889209381720434,101373.64079301075
Jiji,2002-01-01,2002,1,1.0477419354838708,1.0477419354838708,,,20.045161290322582,11.36774193548387,15.706451612903226,265.59999999999997,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.57457018817206,14.360860000000002,24.77633000000003,321.61068922328,-0.02606509777486559,0.4539457338037634,15.896303010752717,101435.89184139785
Jiji,2002-02-01,2002,2,0.7903571428571426,0.7903571428571426,,,22.071428571428566,11.250000000000002,16.660714285714285,71.49999999999999,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.563778154761906,15.855520000000013,25.840720000000033,226.21440853714,-0.4045268699425595,0.36559118594544643,16.003266160714304,101391.39826636905
Jiji,2002-03-01,2002,3,0.9799999999999998,0.9799999999999998,,,21.161290322580644,10.729032258064517,15.94516129032258,252.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.959847258064542,14.85897,24.69040000000001,273.56696210620004,-0.26334325797244623,0.5117915567596775,16.52840638440864,101353.7021438172
Jiji,2002-04-01,2002,4,1.0623333333333334,1.0623333333333334,,,20.563333333333333,12.126666666666669,16.345,268.00000000000006,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.630970680555606,15.176840000000027,24.43440000000004,256.11209880842,-0.9665384297049999,0.23189209777430556,16.24534163888893,101321.028125
Jiji,2002-05-01,2002,5,0.8987096774193548,0.8987096774193548,,,20.5741935483871,10.212903225806452,15.393548387096775,68.60000000000001,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.198303924731192,15.023030000000006,25.041440000000023,117.44308504669999,-0.7726650245847179,0.6229550151768145,14.573235067204337,101516.32147849463
Jiji,2002-06-01,2002,6,0.6016666666666667,0.6016666666666667,,,21.326666666666664,7.225,14.275833333333331,0.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.989796694444465,13.69485000000003,25.213900000000024,10.360240944320001,-0.72705444704625,0.9633834361315485,12.272372611111109,101630.45205555556
Jiji,2002-07-01,2002,7,0.4909677419354842,0.4909677419354842,,,21.99677419354839,7.333333333333333,14.665053763440861,0.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.996588655913968,14.672750000000008,26.859830000000045,7.31277465652,-0.9541156124028225,0.9006631290475806,10.856882674731196,101605.57206989249
Jiji,2002-08-01,2002,8,0.437741935483871,0.437741935483871,,,22.103225806451615,8.360000000000001,15.231612903225809,0.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.355223575268838,14.703100000000006,27.69186000000002,9.649753555019998,-1.2231706185837365,0.959856626903629,10.152259448924724,101537.74176747311
Jiji,2002-09-01,2002,9,0.41466666666666685,0.41466666666666685,,,23.063333333333336,9.183333333333334,16.123333333333335,20.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,21.466789319444445,16.392719999999997,28.19204000000002,34.24167634618,-1.3278970731195834,0.7112505817583334,10.811639069444482,101389.17649305557
Jiji,2002-10-01,2002,10,0.4490322580645162,0.4490322580645162,,,22.580645161290324,10.093548387096776,16.33709677419355,83.4,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.553655846774177,15.487940000000037,27.51284000000004,133.11052321271998,-0.7492227658491935,0.49889513214180103,13.76806036290327,101268.6181653226
Jiji,2002-11-01,2002,11,0.5693333333333334,0.5693333333333334,,,20.256666666666668,10.493333333333334,15.375,183.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.891967263888887,14.961820000000046,24.375820000000033,246.73414233698,-0.32000965510055557,0.3976328119694444,15.532793847222251,101429.92334027779
Jiji,2002-12-01,2002,12,0.6645161290322581,0.6645161290322581,,,20.900000000000002,10.777419354838708,15.838709677419356,197.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.80698229838714,15.147360000000049,24.361080000000015,280.68971621916,-0.2412805359158602,0.3168553553747715,15.918483629032266,101485.72186827956
Jiji,2003-01-01,2003,1,0.9451612903225807,0.9451612903225807,,,21.06129032258065,10.806451612903226,15.933870967741939,181.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.34090254032259,14.96890000000002,25.910120000000006,280.37524210915996,-0.06521244939193549,0.4287595041484812,16.1004194354839,101471.28541666667
Jiji,2003-02-01,2003,2,0.7567857142857141,0.7567857142857141,,,22.142857142857142,10.392857142857142,16.267857142857142,149.9,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.16483285714287,15.731100000000026,25.900230000000022,129.00352512228,-0.055349395624970245,0.4887842171734375,15.765231592261898,101322.07026785714
Jiji,2003-03-01,2003,3,0.8590322580645162,0.8590322580645162,,,21.493548387096777,10.048387096774194,15.770967741935486,204.90000000000006,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.65599033602149,15.331500000000005,25.576900000000023,189.13841267698,-0.039417512741061825,0.5826690416940861,16.442325873655932,101310.06801075269
Jiji,2003-04-01,2003,4,0.9693333333333333,0.9693333333333333,,,20.65333333333333,11.153333333333332,15.90333333333333,183.29999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.10299177777779,15.130460000000028,25.578200000000038,199.65028764178,-0.5170475411684722,0.45170163082166664,16.204082777777842,101404.11625
Jiji,2003-05-01,2003,5,0.824516129032258,0.824516129032258,,,19.816129032258072,11.44516129032258,15.630645161290326,118.70000000000002,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.105448400537682,15.367270000000019,24.149069999999995,103.57189147912,-1.0464088075005913,0.39518188128225806,15.056658642473167,101541.4585282258
Jiji,2003-06-01,2003,6,0.6363333333333331,0.6363333333333331,,,19.633333333333333,8.879999999999999,14.256666666666666,4.3,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.654427666666663,14.448450000000037,24.812160000000006,42.474746600639996,-0.86909686182325,0.7779735436630555,13.14965751388894,101545.21536111111
Jiji,2003-07-01,2003,7,0.5306451612903225,0.5306451612903225,,,20.703225806451616,7.025925925925926,13.86457586618877,1.2,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.292959610215064,12.70070000000004,25.301050000000032,18.16511155678,-0.6885989206861828,0.961943327219086,11.680599032258101,101669.0370094086
Jiji,2003-08-01,2003,8,0.4661290322580645,0.4661290322580645,,,22.390322580645165,7.82758620689655,15.108954393770858,7.9,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.242554153225797,13.55337000000003,28.194360000000017,3.27205657454,-0.36746894750510756,0.9993541478626343,9.794734690860253,101483.40289650537
Jiji,2003-09-01,2003,9,0.45699999999999996,0.45699999999999996,,,22.13666666666667,9.73333333333333,15.935,50.60000000000001,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,21.122647597222226,16.13644000000005,27.841520000000003,64.59927573467999,-0.8513313716099445,0.7314477708935277,12.696703833333402,101399.10793750001
Jiji,2003-10-01,2003,10,0.52,0.52,,,22.15806451612903,10.90322580645161,16.53064516129032,87.80000000000001,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.609437580645192,15.774000000000001,27.745000000000005,163.05923462982,-0.6000157219002689,0.39332828855188173,14.253269798387123,101287.81527553764
Jiji,2003-11-01,2003,11,0.5043333333333334,0.5043333333333334,,,21.616666666666667,11.26666666666667,16.44166666666667,71.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.559969736111157,15.117520000000013,26.078100000000006,219.09785292592,-0.509261216951625,0.14614601089930557,15.190331902777814,101285.00857638888
Jiji,2003-12-01,2003,12,0.7370967741935486,0.7370967741935486,,,21.32903225806452,10.709677419354836,16.019354838709678,80.39999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.22596055107533,15.455900000000042,25.115560000000016,306.01978322314,-0.2927952227777823,0.39033969846626343,15.877176895161313,101393.7946841398
Jiji,2004-01-01,2004,1,0.7196774193548388,0.7196774193548388,,,21.722580645161287,11.109677419354838,16.416129032258063,175.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.586918790322613,15.124720000000025,25.878720000000044,215.1787285707,-0.29183002188077956,0.2934761460630377,16.077448521505403,101297.09157258064
Jiji,2004-02-01,2004,2,0.756551724137931,0.756551724137931,,,21.00344827586207,10.858620689655172,15.931034482758621,179.29999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.253127844827645,15.141080000000045,25.185400000000016,265.6166557728,-0.056801896014511494,0.45558782594698277,16.134610560344868,101408.54255028735
Jiji,2004-03-01,2004,3,0.7945161290322579,0.7945161290322579,,,21.306451612903224,11.5741935483871,16.440322580645162,213.39999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.49945278225806,15.699950000000001,25.312160000000006,270.13492591408,-0.38620425901774197,0.3206165499197581,16.5224495698925,101344.59264112903
Jiji,2004-04-01,2004,4,1.038,1.038,,,19.723333333333333,11.420000000000003,15.571666666666669,238.99999999999997,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.89056525000001,14.804770000000019,24.699600000000032,190.49453745996001,-0.5891361664529167,0.44935652215041666,16.309281972222266,101441.57609722223
Jiji,2004-05-01,2004,5,0.708709677419355,0.708709677419355,,,20.761290322580642,9.09032258064516,14.925806451612901,5.3,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.21958834677423,14.274800000000027,24.551540000000045,50.65488810088,-0.5725045555114248,0.7562180306185484,14.473080779569898,101552.278172043
Jiji,2004-06-01,2004,6,0.5429999999999999,0.5429999999999999,,,20.95,7.278571428571428,14.114285714285714,1.9,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.785179500000027,12.851370000000031,24.25970000000001,19.015312247239997,-1.1739353061869444,0.9511458027394445,11.659609555555619,101760.6176388889
Jiji,2004-07-01,2004,7,0.4596774193548384,0.4596774193548384,,,21.8,6.430434782608696,14.115217391304348,2.5,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.980692500000032,12.81564000000003,25.614340000000027,5.02729413388,-0.6248467766245968,1.0650320771643413,10.438685779569937,101572.8822110215
Jiji,2004-08-01,2004,8,0.41548387096774203,0.41548387096774203,,,22.46774193548387,8.067741935483872,15.267741935483869,1.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.27290126344093,14.508500000000026,27.37850000000003,13.8225555009,-0.5295723527988575,0.9683330899958333,10.949831801075277,101533.57079301076
Jiji,2004-09-01,2004,9,0.4736666666666666,0.4736666666666666,,,22.06666666666667,9.416666666666666,15.741666666666667,120.30000000000001,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.904369430555562,14.593700000000013,26.75740000000002,121.82760185616,-0.6226455899727777,0.5642323391890278,13.315411486111145,101390.29203472222
Jiji,2004-10-01,2004,10,0.4577419354838711,0.4577419354838711,,,22.19354838709678,10.451612903225806,16.322580645161292,62.800000000000004,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.75002591397856,15.552999999999997,28.45147000000003,147.47858059182002,-0.9601127887293683,0.3944915028935484,14.079435215053763,101317.0427016129
Jiji,2004-11-01,2004,11,0.6126666666666668,0.6126666666666668,,,20.883333333333333,10.836666666666668,15.86,126.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.1440166388889,15.50490000000002,24.506520000000023,236.69862753826,-0.33580127264138887,0.20981104100666667,15.82946043055557,101366.81629861111
Jiji,2004-12-01,2004,12,0.7674193548387095,0.7674193548387095,,,20.816129032258072,11.187096774193547,16.00161290322581,220.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.150867150537636,15.435270000000003,26.39724000000001,303.36618403246,-0.2372204773685484,0.33898628358319893,16.190041680107527,101354.18057123656
Jiji,2005-01-01,2005,1,0.8106451612903227,0.8106451612903227,,,21.229032258064517,10.906451612903224,16.06774193548387,230.29999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.677617177419393,14.661650000000009,25.679560000000038,260.07151629644,-0.2798677486333602,0.33124509433521504,15.92334049731187,101374.75458333333
Jiji,2005-02-01,2005,2,0.7889285714285713,0.7889285714285713,,,22.832142857142856,11.035714285714286,16.93392857142857,103.39999999999999,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.887748452380947,14.781270000000006,28.064970000000017,144.03629281626,-0.5855926325488096,0.2842483062752976,15.931468065476224,101228.39881696428
Jiji,2005-03-01,2005,3,0.654193548387097,0.654193548387097,,,21.4,10.993548387096773,16.196774193548386,124.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.8092586827957,15.862729999999999,26.70553000000001,264.24980253988,-0.3463050676176478,0.4672394001627688,16.473362526881715,101387.86180107528
Jiji,2005-04-01,2005,4,0.6203333333333332,0.6203333333333332,,,21.593333333333337,11.453333333333331,16.523333333333333,161.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.699588763888926,14.379240000000038,25.773830000000032,192.51775770868,-0.8345752927777778,0.3243495517805556,16.36419984722221,101382.65702083334
Jiji,2005-05-01,2005,5,0.7383870967741937,0.7383870967741937,,,20.448387096774198,10.600000000000003,15.5241935483871,202.79999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.0256269354839,14.85555000000005,24.983900000000006,221.70543628548,-0.7351829979827553,0.39610173651720426,15.706223293010794,101499.33671370968
Jiji,2005-06-01,2005,6,0.5509999999999999,0.5509999999999999,,,19.926666666666666,8.74,14.333333333333332,16.5,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.145898569444455,14.363240000000019,24.791600000000017,64.17131425954,-0.751846927796389,0.6519592689888889,14.16205006944449,101543.47836111112
Jiji,2005-07-01,2005,7,0.5029032258064516,0.5029032258064516,,,20.83225806451613,7.413793103448276,14.123025583982201,0.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.90174435483874,13.451200000000028,25.969100000000026,8.7828636194,-0.7940981242514785,0.9616772890362902,11.177946142473104,101685.53751344085
Jiji,2005-08-01,2005,8,0.41000000000000003,0.41000000000000003,,,21.858064516129037,8.753333333333334,15.305698924731185,35.1,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.285802836021503,14.286400000000015,27.600270000000023,28.313159994360003,-0.6037350526435484,0.9084000532418011,11.87352034946241,101462.53016801074
Jiji,2005-09-01,2005,9,0.39466666666666667,0.39466666666666667,,,22.55,9.853333333333332,16.201666666666668,62.49999999999999,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,21.502636388888902,15.708600000000047,28.947780000000023,52.13069903066,-0.5347237719706944,0.817199727932639,12.543398013888918,101338.9363263889
Jiji,2005-10-01,2005,10,0.44193548387096765,0.44193548387096765,,,21.954838709677425,10.580645161290322,16.267741935483873,94.30000000000001,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.429211209677476,15.769900000000007,29.207420000000013,195.75047466831998,-0.36479880167857526,0.39984735865725807,14.748937903225794,101341.91340053763
Jiji,2005-11-01,2005,11,0.47333333333333344,0.47333333333333344,,,21.39999999999999,11.153333333333334,16.276666666666664,143.79999999999998,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.403614041666685,15.083830000000034,24.86587000000003,213.99331127662,-0.4896426239274444,0.10008246090277778,15.709197986111121,101297.94865972221
Jiji,2005-12-01,2005,12,0.5525806451612902,0.5525806451612902,,,21.348387096774196,10.345161290322581,15.846774193548388,133.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.361884932795704,15.26162000000005,25.10745000000003,224.71857101056,-0.20172781539715054,0.2846033441483871,16.040676384408584,101235.57009408603
Jiji,2006-01-01,2006,1,0.6612903225806451,0.6612903225806451,,,21.170967741935492,10.6,15.885483870967747,174.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.569695524193605,14.244619999999998,26.77337,205.75284925834,-0.2664511943904516,0.3585514344856317,16.015191115591392,101260.29456317205
