river,date,year,month,water_level,runoff,temp_max_observed,temp_min_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean
Buzimba,1981-01-01,1981,1,0.5409999999999999,16.94,26.619354838709675,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.64639198924732,17.384240000000034,24.52773000000002,607.6807981823,-0.1554879038694892,0.8623692095508065,17.834025551075285,101288.16758064515
Buzimba,1981-02-01,1981,2,0.4849999999999999,15.35,26.69642857142857,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.185825982142887,17.38900000000001,26.76890000000003,471.0302347113,-0.1629174776014881,0.5711623148269672,17.862380580357183,101189.62601190477
Buzimba,1981-03-01,1981,3,0.5483870967741934,17.96,26.087096774193544,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.011517459677464,18.164500000000032,25.1241,497.66802777138,-0.0760671965053763,0.5809500504139651,17.995200887096757,101215.03902553764
Buzimba,1981-04-01,1981,4,0.648,13.9,26.093333333333337,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.86410198611117,18.14420000000001,24.81442000000004,461.90524103648,-0.0554929102103472,0.50343964886125,18.345752611111152,101272.02779861112
Buzimba,1981-05-01,1981,5,0.5941935483870967,10.83,25.89677419354838,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.56902108870969,17.220970000000023,25.68795,460.0305551728,0.0330859566186962,0.361468681608871,17.841974596774207,101381.43049731184
Buzimba,1981-06-01,1981,6,0.4870000000000003,4.03,27.16333333333334,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.751429013888867,15.430930000000046,25.33474000000001,109.2848775355,0.0430479861959722,0.5920195260413889,17.162631583333336,101491.49236805557
Buzimba,1981-07-01,1981,7,0.435483870967742,1.17,27.622580645161285,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.519519838709694,16.6712,24.951300000000003,29.56581123486,0.2053480873499999,0.5709170539348118,16.086010712365635,101437.56977822582
Buzimba,1981-08-01,1981,8,0.4058064516129034,2.26,28.35483870967742,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.971117836021563,16.808070000000043,26.16754000000003,232.10263243424,0.1980908917077956,0.3757747032858871,16.615343252688206,101351.79840725806
Buzimba,1981-09-01,1981,9,0.3936666666666665,9.09,27.44666666666666,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.290925930555545,16.24084000000005,25.469629999999995,289.28661317394,0.0708462606344305,0.3567118647747221,17.171000805555536,101285.49450000002
Buzimba,1981-10-01,1981,10,0.4112903225806452,18.66,27.43870967741936,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.085774825268857,18.247400000000027,25.668570000000045,622.57576048642,-0.1228191808525537,0.4594719170895161,17.953651438172074,101232.44436827955
Buzimba,1981-11-01,1981,11,0.3876666666666668,16.27,26.94,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.96470469444449,17.731130000000007,25.39816000000002,464.64586237756,-0.0568356901684722,0.5557482415180556,17.67377916666669,101195.55237499998
Buzimba,1981-12-01,1981,12,0.4509677419354838,19.88,26.87741935483871,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.64235049731184,17.829340000000002,25.923670000000016,652.39238788192,-0.2214631855436828,0.7798316102766532,17.987719381720467,101277.92179435484
Buzimba,1982-01-01,1982,1,0.625806451612903,19.41,26.50967741935484,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.99266295698925,16.545560000000023,25.6028,594.20180341606,-0.1623583347623656,0.6757157649870968,17.94889543010754,101189.5587298387
Buzimba,1982-02-01,1982,2,0.5046428571428572,18.11,26.75714285714285,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.27788391369052,17.56188000000003,25.92742000000004,531.70800144038,-0.1577573884717261,0.6214826455244048,17.869643065476225,101154.19967261906
Buzimba,1982-03-01,1982,3,0.5309677419354838,12.78,27.88387096774193,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.430738077957017,17.144920000000013,26.768460000000005,443.99356777514,-0.2489272213219086,0.7651535013117379,18.23266086021505,101157.2513642473
Buzimba,1982-04-01,1982,4,0.6723333333333332,15.58,25.72666666666667,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.86407844444443,17.77352000000002,25.277120000000025,595.66116244598,-0.1558457901027778,0.6196315989973611,18.37316375000006,101265.99222916667
Buzimba,1982-05-01,1982,5,0.9209677419354838,12.29,25.3483870967742,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.61170438172047,17.60820000000001,24.287350000000004,491.64104553474,-0.1253829667901881,0.6834641312541666,17.988361760752696,101370.84284946237
Buzimba,1982-06-01,1982,6,0.6703333333333334,4.25,26.820000000000004,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.643879000000027,16.617880000000014,25.122160000000008,169.32272944207998,0.0755643689344166,0.5236806646768055,17.322465749999992,101531.63352083336
Buzimba,1982-07-01,1982,7,0.5222580645161289,1.92,27.40645161290323,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.207573400537683,16.59988000000004,24.201440000000048,96.90427773346,0.1014937539903897,0.6726330575826613,16.534219341397886,101496.35774865592
Buzimba,1982-08-01,1982,8,0.4900000000000002,0.84,28.477419354838712,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.97104104838712,16.91990000000004,25.478170000000038,53.10964592046,0.1849262079178763,0.5227522891069892,16.445493508064544,101415.67942876344
Buzimba,1982-09-01,1982,9,,2.36,29.34333333333333,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.759027847222228,17.843380000000025,26.746970000000037,257.894038238,0.2379065833796527,0.4952168789113195,17.346299722222227,101294.96439583332
Buzimba,1982-10-01,1982,10,,22.64,26.54516129032258,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.53976073924736,17.77648000000005,24.914300000000026,753.5817626268,-0.1244004561517473,0.7547910653219085,17.567438319892517,101249.32100806452
Buzimba,1982-11-01,1982,11,,17.61,25.73,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.592461791666665,17.57137,25.331500000000005,589.92743542888,-0.03656660748325,0.6383596635740277,17.741980000000012,101268.21064583334
Buzimba,1982-12-01,1982,12,,16.69,26.729032258064517,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.78358647849461,16.84158000000002,25.524,554.01563580678,-0.044411063910887,0.6102061332413978,18.097105618279613,101290.91530241937
Buzimba,1983-01-01,1983,1,,20.13,27.506451612903223,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.17145102150539,17.074600000000032,25.69747000000001,675.8668428293399,-0.1049527955077957,0.6456439110262097,18.458081733870983,101349.8309811828
Buzimba,1983-02-01,1983,2,,17.53,28.125,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,22.133105133928552,18.528830000000028,26.901400000000024,462.49961859742,-0.1404068137322916,0.406498683063988,18.7436852232143,101247.29020089286
Buzimba,1983-03-01,1983,3,,14.12,27.741935483870964,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.88020938172048,18.16897,26.18780000000004,499.54128352762,-0.2593347694884408,0.7658582299438172,19.065460228494658,101259.2101344086
Buzimba,1983-04-01,1983,4,,14.44,26.67666666666667,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.183992430555577,17.585470000000043,25.048850000000016,574.08714280404,-0.27192819347125,0.7460717949629166,18.76054158333335,101300.89934722222
Buzimba,1983-05-01,1983,5,,9.68,27.026666666666664,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.463613467741936,17.324370000000044,25.843350000000044,361.32001961058,-0.1645764382489516,0.4639073788709678,18.395298723118287,101291.50639784949
Buzimba,1983-06-01,1983,6,,1.9,28.3,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.54012227777781,17.675040000000024,24.98574000000002,79.422950942,0.2087771519222777,0.3909135808236111,17.67311931944448,101412.22941666668
Buzimba,1983-07-01,1983,7,,1.11,28.800000000000004,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.8529280241936,16.579340000000002,25.340900000000037,101.73726098406,0.1462850260290322,0.5284039132357528,16.979778427419376,101439.68040994625
Buzimba,1983-08-01,1983,8,,2.47,28.206451612903223,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.185276733870975,17.059799999999996,25.576620000000048,119.4477084842,0.295069377003629,0.520454039019086,17.124779852150596,101476.471922043
Buzimba,1983-09-01,1983,9,,1.79,29.12,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.838132458333348,17.686900000000037,25.88590000000005,118.2706352501,0.2347325644331319,0.3535443209458334,17.108412555555617,101288.75633333334
Buzimba,1983-10-01,1983,10,,15.34,26.458064516129028,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.82840245967742,17.276820000000043,25.55630000000002,500.56600425458,-0.0005230035540322,0.3793069156518817,17.644761948924724,101283.3627217742
Buzimba,1983-11-01,1983,11,,16.89,26.49333333333333,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.901947222222248,17.257560000000012,25.64425,457.81731662578,-0.05096695712105,0.5743501438927083,17.705699902777837,101367.397375
Buzimba,1983-12-01,1983,12,,16.76,25.73333333333333,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.598117836021515,17.179380000000037,24.988730000000032,506.95443078014,0.0015560542223709,0.4877001446282661,17.40911586021508,101316.83173387096
Buzimba,1984-01-01,1984,1,,19.39,25.25806451612904,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.214888938172063,16.846100000000035,23.87338,610.75806675902,0.1260191033912634,0.4288251673099462,17.329979865591383,101229.54190188172
Buzimba,1984-02-01,1984,2,0.6131034482758619,22.31,26.135714285714283,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.98017925287354,17.345240000000047,25.125200000000007,615.26274710906,-0.0983255309105603,0.5877099312780316,17.543361321839143,101078.19504310343
Buzimba,1984-03-01,1984,3,0.6238709677419354,12.35,28.19677419354837,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.954735698924708,17.87142,26.200900000000047,473.00481710484,-0.1783331594169946,0.7944712270705646,17.94331056451614,101138.5468077957
Buzimba,1984-04-01,1984,4,0.6193333333333333,14.16,25.746666666666677,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.71353522222222,17.088300000000004,24.8553,438.38286330242,-0.1439435112209722,0.6509287524601389,17.752645027777817,101234.81856944444
