river,date,year,month,water_level,runoff,temp_max_observed,temp_min_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean
Kaburantwa,1982-08-01,1982,8,0.4012903225806453,0.18,33.022580645161284,14.60967741935484,2.7,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.358483978494636,14.597860000000026,30.931050000000027,0.029087067,0.8049895776030914,0.8866845839836021,10.300701854838737,101368.52150537634
Kaburantwa,1982-09-01,1982,9,0.3954166666666667,0.11,34.69666666666667,17.220000000000002,56.80000000000001,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.92372468055555,16.622920000000022,33.09800000000001,3.74984740596,0.7008867260777778,0.8096252437430554,10.50982241666668,101249.45154166668
Kaburantwa,1982-10-01,1982,10,0.4499999999999999,0.15,31.18709677419354,17.55483870967742,116.7,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.665477661290367,16.01812000000001,30.568020000000047,14.53351976998,0.3405588003043011,0.419302469548387,12.472984758064513,101204.44049731184
Kaburantwa,1982-11-01,1982,11,0.5923333333333332,0.71,31.173333333333336,17.863333333333333,137.79999999999998,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.412571194444467,16.236230000000035,30.95846,132.90286051688,0.1078629182415972,0.3196340771229166,14.302038986111144,101232.90767361112
Kaburantwa,1982-12-01,1982,12,0.6725806451612903,0.54,31.399999999999995,18.270967741935483,118.4,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.98535116935483,14.661159999999995,30.70187000000004,32.385826058419994,0.2655924009490591,0.2482295889380914,15.4387453225807,101264.27285618278
Kaburantwa,1983-01-01,1983,1,0.5183870967741935,0.84,31.50645161290323,18.9258064516129,44.89999999999999,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.461555631720444,15.76278000000002,29.86703,54.6166895338,0.4417620697521909,0.2305365949206989,14.90470387096775,101314.71168010752
Kaburantwa,1983-02-01,1983,2,0.4767857142857144,0.53,32.87499999999999,18.853571428571428,57.3,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.73251105654765,16.716420000000028,32.12222000000003,23.28205100898,0.2204083267791503,0.4171812885988095,14.853225669642882,101210.4794122024
Kaburantwa,1983-03-01,1983,3,0.5080645161290323,0.4,31.15806451612903,18.91935483870968,182.7,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.745049731182803,16.80197000000004,31.72735,26.57747274266,0.0611943059978897,0.6478267366986156,15.413696276881751,101198.17549731182
Kaburantwa,1983-04-01,1983,4,0.6983333333333334,0.45,30.64333333333333,19.18333333333333,163.7,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.165161194444465,16.310270000000003,31.188559999999995,22.371292176980003,-0.0234038886261111,0.7398516327194444,15.375505375000046,101244.46041666668
Kaburantwa,1983-05-01,1983,5,0.569677419354839,0.4,31.0483870967742,18.62903225806452,25.700000000000003,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.23686725806453,16.32797000000005,31.47270000000003,10.45203214434,0.1498583103202016,0.8197265879422043,14.399501169354837,101250.72078629032
Kaburantwa,1983-06-01,1983,6,0.3729999999999999,0.26,31.67,17.05,35.2,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.85275754166668,15.712030000000029,30.67324000000002,4.42266461422,0.2857994502091667,0.914988560683472,12.221920194444465,101374.2458888889
Kaburantwa,1983-07-01,1983,7,0.2772413793103448,0.17,31.990322580645163,15.561290322580646,0.1,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.09763583333336,14.535180000000024,30.552880000000016,7.349252696560001,0.3800759268432796,0.8495131535369624,11.544504220430156,101399.28877688172
Kaburantwa,1983-08-01,1983,8,0.2458064516129031,0.12,32.24516129032258,16.496774193548383,26.1,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.17153415322582,15.115620000000035,31.332539999999995,8.18634029082,0.3366402244795699,0.7311211431182796,12.872540645161337,101447.9982997312
Kaburantwa,1983-09-01,1983,9,0.2003448275862069,0.08,33.43,16.79333333333333,67.6,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.664591638888908,15.25723000000005,32.60092000000003,1.76572802938,0.6486987648384722,0.8005671592044444,10.48119927777782,101256.0014652778
