river,year,month,water_fraction,water_pixels,total_pixels
Kaburantwa,2015,2,0.0,0,13708
Kaburantwa,2015,3,0.0,0,13539
Kaburantwa,2015,4,0.0,0,13739
Kaburantwa,2015,5,,0,0
Kaburantwa,2015,6,0.0,0,13648
Kaburantwa,2015,7,0.0,0,13844
Kaburantwa,2015,8,0.0,0,13845
Kaburantwa,2015,9,0.0,0,13845
Kaburantwa,2015,10,0.0,0,13845
Kaburantwa,2015,11,0.0,0,12156
Kaburantwa,2015,12,0.0,0,13772
Kaburantwa,2016,1,0.0,0,13596
Kaburantwa,2016,2,0.0,0,13471
Kaburantwa,2016,3,0.0,0,13661
Kaburantwa,2016,4,0.0,0,8078
Kaburantwa,2016,5,0.0,0,13502
Kaburantwa,2016,6,0.0,0,13710
Kaburantwa,2016,7,0.0,0,13695
Kaburantwa,2016,8,0.0,0,13845
Kaburantwa,2016,9,0.0,0,13845
Kaburantwa,2016,10,0.0,0,13845
Kaburantwa,2016,11,0.0,0,13845
Kaburantwa,2016,12,0.0,0,12924
Kaburantwa,2017,1,0.0,0,13790
Kaburantwa,2017,2,0.0,0,13704
Kaburantwa,2017,3,7.2e-05,1,13842
Kaburantwa,2017,4,0.0,0,13661
Kaburantwa,2017,5,7.2e-05,1,13845
Kaburantwa,2017,6,0.0,0,13845
Kaburantwa,2017,7,0.0,0,13839
Kaburantwa,2017,8,0.0,0,13845
Kaburantwa,2017,9,0.0,0,13844
Kaburantwa,2017,10,0.0,0,13174
Kaburantwa,2017,11,0.0,0,12145
Kaburantwa,2017,12,0.0,0,13725
Kaburantwa,2018,1,0.0,0,1453
Kaburantwa,2018,2,7.3e-05,1,13737
Kaburantwa,2018,3,7.3e-05,1,13669
Kaburantwa,2018,4,0.0,0,6191
Kaburantwa,2018,5,7.3e-05,1,13624
Kaburantwa,2018,6,0.0,0,13822
Kaburantwa,2018,7,0.0,0,13845
Kaburantwa,2018,8,0.0,0,13831
Kaburantwa,2018,9,0.0,0,13845
Kaburantwa,2018,10,0.0,0,13842
Kaburantwa,2018,11,0.0,0,7679
Kaburantwa,2018,12,0.0,0,12415
Kaburantwa,2019,1,7.2e-05,1,13837
Kaburantwa,2019,2,0.0,0,13739
Kaburantwa,2019,3,0.0,0,13249
Kaburantwa,2019,4,0.0,0,13687
Kaburantwa,2019,5,0.0,0,12530
Kaburantwa,2019,6,0.0,0,13759
Kaburantwa,2019,7,0.0,0,13823
Kaburantwa,2019,8,0.0,0,13840
Kaburantwa,2019,9,0.0,0,13827
Kaburantwa,2019,10,,0,0
Kaburantwa,2019,11,0.0,0,13697
Kaburantwa,2019,12,0.0,0,12013
Kaburantwa,2020,1,0.0,0,3739
Kaburantwa,2020,2,0.0,0,11635
Kaburantwa,2020,3,0.0,0,13545
Kaburantwa,2020,4,0.0,0,10960
Kaburantwa,2020,5,0.0,0,13563
Kaburantwa,2020,6,0.0,0,13800
Kaburantwa,2020,7,0.0,0,1171
Kaburantwa,2020,8,0.0,0,13845
Kaburantwa,2020,9,0.0,0,13845
Kaburantwa,2020,10,0.0,0,13845
Kaburantwa,2020,11,0.0,0,13570
Kaburantwa,2020,12,0.0,0,13800
Kaburantwa,2021,1,0.0001,1,9954
Kaburantwa,2021,2,0.0,0,13314
Kaburantwa,2021,3,0.000219,3,13676
Kaburantwa,2021,4,0.000218,3,13752
Kaburantwa,2021,5,7.6e-05,1,13095
Kaburantwa,2021,6,0.0,0,13639
Kaburantwa,2021,7,0.0,0,13845
Kaburantwa,2021,8,0.0,0,13841
Kaburantwa,2021,9,0.0,0,13845
Kaburantwa,2021,10,0.0,0,13845
Kaburantwa,2021,11,0.0,0,13845
Kaburantwa,2021,12,0.0,0,13628
Kaburantwa,2022,1,,0,0
Kaburantwa,2022,2,,0,0
Kaburantwa,2022,3,,0,0
Kaburantwa,2022,4,,0,0
Kaburantwa,2022,5,,0,0
Kaburantwa,2022,6,,0,0
Kaburantwa,2022,7,,0,0
Kaburantwa,2022,8,,0,0
Kaburantwa,2022,9,,0,0
Kaburantwa,2022,10,,0,0
Kaburantwa,2022,11,,0,0
Kaburantwa,2022,12,,0,0
Kaburantwa,2023,1,,0,0
Kaburantwa,2023,2,,0,0
Kaburantwa,2023,3,,0,0
Kaburantwa,2023,4,,0,0
Kaburantwa,2023,5,,0,0
Kaburantwa,2023,6,,0,0
Kaburantwa,2023,7,,0,0
Kaburantwa,2023,8,,0,0
Kaburantwa,2023,9,,0,0
Kaburantwa,2023,10,,0,0
Kaburantwa,2023,11,,0,0
Kaburantwa,2023,12,,0,0
Kaburantwa,2024,1,,0,0
Kaburantwa,2024,2,,0,0
Kaburantwa,2024,3,,0,0
Kaburantwa,2024,4,,0,0
Kaburantwa,2024,5,,0,0
Kaburantwa,2024,6,,0,0
Kaburantwa,2024,7,,0,0
Kaburantwa,2024,8,,0,0
Kaburantwa,2024,9,,0,0
Kaburantwa,2024,10,,0,0
Kaburantwa,2024,11,,0,0
Kaburantwa,2024,12,,0,0
Kaburantwa,2025,1,,0,0
Kaburantwa,2025,2,,0,0
Kaburantwa,2025,3,,0,0
Kaburantwa,2025,4,,0,0
Kaburantwa,2025,5,,0,0
Kaburantwa,2025,6,,0,0
Kaburantwa,2025,7,,0,0
Kaburantwa,2025,8,,0,0
Kaburantwa,2025,9,,0,0
Kaburantwa,2025,10,,0,0
Kaburantwa,2025,11,,0,0
Kaburantwa,2025,12,,0,0
