river,date,year,month,water_level,water_level_observed,runoff,runoff_observed,temp_max_observed,temp_min_observed,temp_mean_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean,temp_max_imputed,temp_min_imputed,temp_mean_imputed,precip_bias_factor,precip_imputed
Buzimba,1981-01-01,1981,1,0.5409999999999999,0.5409999999999999,16.94,16.94,26.619354838709675,17.384240000000034,20.64639198924732,154.9667251087973,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.64639198924732,17.384240000000034,24.52773000000002,607.6807981823,-0.1554879038694892,0.8623692095508065,17.834025551075285,101288.16758064515,False,True,True,0.2550133648657899,True
Buzimba,1981-02-01,1981,2,0.4849999999999999,0.4849999999999999,15.35,15.35,26.69642857142857,17.38900000000001,21.185825982142887,120.11900510725141,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.185825982142887,17.38900000000001,26.76890000000003,471.0302347113,-0.1629174776014881,0.5711623148269672,17.862380580357183,101189.62601190477,False,True,True,0.2550133648657899,True
Buzimba,1981-03-01,1981,3,0.5483870967741934,0.5483870967741934,17.96,17.96,26.087096774193544,18.164500000000032,21.011517459677464,126.911998348101,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.011517459677464,18.164500000000032,25.1241,497.66802777138,-0.0760671965053763,0.5809500504139651,17.995200887096757,101215.03902553764,False,True,True,0.2550133648657899,True
Buzimba,1981-04-01,1981,4,0.648,0.648,13.9,13.9,26.093333333333337,18.14420000000001,20.86410198611117,117.7920097658565,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.86410198611117,18.14420000000001,24.81442000000004,461.90524103648,-0.0554929102103472,0.50343964886125,18.345752611111152,101272.02779861112,False,True,True,0.2550133648657899,True
Buzimba,1981-05-01,1981,5,0.5941935483870967,0.5941935483870967,10.83,10.83,25.89677419354838,17.220970000000023,20.56902108870969,117.31393981569315,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.56902108870969,17.220970000000023,25.68795,460.0305551728,0.0330859566186962,0.361468681608871,17.841974596774207,101381.43049731184,False,True,True,0.2550133648657899,True
Buzimba,1981-06-01,1981,6,0.4870000000000003,0.4870000000000003,4.03,4.03,27.16333333333334,15.430930000000046,20.751429013888867,27.869104349273627,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.751429013888867,15.430930000000046,25.33474000000001,109.2848775355,0.0430479861959722,0.5920195260413889,17.162631583333336,101491.49236805557,False,True,True,0.2550133648657899,True
Buzimba,1981-07-01,1981,7,0.435483870967742,0.435483870967742,1.17,1.17,27.622580645161285,16.6712,20.519519838709694,7.539677007988423,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.519519838709694,16.6712,24.951300000000003,29.56581123486,0.2053480873499999,0.5709170539348118,16.086010712365635,101437.56977822582,False,True,True,0.2550133648657899,True
Buzimba,1981-08-01,1981,8,0.4058064516129034,0.4058064516129034,2.26,2.26,28.35483870967742,16.808070000000043,20.971117836021563,59.18927329126317,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.971117836021563,16.808070000000043,26.16754000000003,232.10263243424,0.1980908917077956,0.3757747032858871,16.615343252688206,101351.79840725806,False,True,True,0.2550133648657899,True
Buzimba,1981-09-01,1981,9,0.3936666666666665,0.3936666666666665,9.09,9.09,27.44666666666666,16.24084000000005,21.290925930555545,73.77195263611459,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.290925930555545,16.24084000000005,25.469629999999995,289.28661317394,0.0708462606344305,0.3567118647747221,17.171000805555536,101285.49450000002,False,True,True,0.2550133648657899,True
Buzimba,1981-10-01,1981,10,0.4112903225806452,0.4112903225806452,18.66,18.66,27.43870967741936,18.247400000000027,21.085774825268857,158.76513956552006,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.085774825268857,18.247400000000027,25.668570000000045,622.57576048642,-0.1228191808525537,0.4594719170895161,17.953651438172074,101232.44436827955,False,True,True,0.2550133648657899,True
Buzimba,1981-11-01,1981,11,0.3876666666666668,0.3876666666666668,16.27,16.27,26.94,17.731130000000007,20.96470469444449,118.4909048358683,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.96470469444449,17.731130000000007,25.39816000000002,464.64586237756,-0.0568356901684722,0.5557482415180556,17.67377916666669,101195.55237499998,False,True,True,0.2550133648657899,True
Buzimba,1981-12-01,1981,12,0.4509677419354838,0.4509677419354838,19.88,19.88,26.87741935483871,17.829340000000002,20.64235049731184,166.368778046596,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.64235049731184,17.829340000000002,25.923670000000016,652.39238788192,-0.2214631855436828,0.7798316102766532,17.987719381720467,101277.92179435484,False,True,True,0.2550133648657899,True
Buzimba,1982-01-01,1982,1,0.625806451612903,0.625806451612903,19.41,19.41,26.50967741935484,16.545560000000023,20.99266295698925,151.52940129845007,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.99266295698925,16.545560000000023,25.6028,594.20180341606,-0.1623583347623656,0.6757157649870968,17.94889543010754,101189.5587298387,False,True,True,0.2550133648657899,True
Buzimba,1982-02-01,1982,2,0.5046428571428572,0.5046428571428572,18.11,18.11,26.75714285714285,17.56188000000003,21.27788391369052,135.5926465733756,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.27788391369052,17.56188000000003,25.92742000000004,531.70800144038,-0.1577573884717261,0.6214826455244048,17.869643065476225,101154.19967261906,False,True,True,0.2550133648657899,True
Buzimba,1982-03-01,1982,3,0.5309677419354838,0.5309677419354838,12.78,12.78,27.88387096774193,17.144920000000013,21.430738077957017,113.2242936971056,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.430738077957017,17.144920000000013,26.768460000000005,443.99356777514,-0.2489272213219086,0.7651535013117379,18.23266086021505,101157.2513642473,False,True,True,0.2550133648657899,True
Buzimba,1982-04-01,1982,4,0.6723333333333332,0.6723333333333332,15.58,15.58,25.72666666666667,17.77352000000002,20.86407844444443,151.90155735521725,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.86407844444443,17.77352000000002,25.277120000000025,595.66116244598,-0.1558457901027778,0.6196315989973611,18.37316375000006,101265.99222916667,False,True,True,0.2550133648657899,True
