river,year,month,ndvi
Buzimba,2016,9,0.7268
Buzimba,2016,10,0.70505
Buzimba,2016,11,0.7562
Buzimba,2016,12,0.4908
Buzimba,2017,1,0.71105
Buzimba,2017,2,0.81505
Buzimba,2017,3,0.7203
Buzimba,2017,4,0.7004
Buzimba,2017,5,0.7055
Buzimba,2017,6,0.7384
Buzimba,2017,7,0.698
Buzimba,2017,8,0.6583
Buzimba,2017,9,0.6641
Buzimba,2017,10,0.7003
Buzimba,2017,11,0.322
Buzimba,2017,12,0.7051
Buzimba,2018,1,0.76685
Buzimba,2018,2,0.53895
Buzimba,2018,3,0.5776
Buzimba,2018,4,0.69295
Buzimba,2018,5,0.82125
Buzimba,2018,6,0.7362
Buzimba,2018,7,0.7213
Buzimba,2018,8,0.6433
Buzimba,2018,9,0.57695
Buzimba,2018,10,0.676
Buzimba,2018,11,0.76445
Buzimba,2018,12,0.3992
Buzimba,2019,1,0.82555
Buzimba,2019,2,0.78195
Buzimba,2019,3,0.8192
Buzimba,2019,4,0.7929
Buzimba,2019,5,0.4707
Buzimba,2019,6,0.7805
Buzimba,2019,7,0.72405
Buzimba,2019,8,0.64515
Buzimba,2019,9,0.69455
Buzimba,2019,10,0.5806
Buzimba,2019,11,0.64065
Buzimba,2019,12,0.5983
Buzimba,2020,1,0.64195
Buzimba,2020,2,0.63975
Buzimba,2020,3,0.55845
Buzimba,2020,4,0.78395
Buzimba,2020,5,0.8157
Buzimba,2020,6,0.64875
Buzimba,2020,7,0.6912
Buzimba,2020,8,0.6535
Buzimba,2020,9,0.6674
Buzimba,2020,10,0.50675
Buzimba,2020,11,0.8081
Buzimba,2020,12,0.7426
Buzimba,2021,1,0.81675
Buzimba,2021,2,0.7692
Buzimba,2021,3,0.66215
Buzimba,2021,4,0.39175
Buzimba,2021,5,0.7869
Buzimba,2021,6,0.7408
Buzimba,2021,7,0.71175
Buzimba,2021,8,0.622
Buzimba,2021,9,0.68615
Buzimba,2021,10,0.722
Buzimba,2021,11,0.7894
Buzimba,2021,12,0.45005
Buzimba,2022,1,0.727
Buzimba,2022,2,0.76355
Buzimba,2022,3,0.7786
Buzimba,2022,4,0.637
Buzimba,2022,5,0.7885
Buzimba,2022,6,0.7814
Buzimba,2022,7,0.66895
Buzimba,2022,8,0.708
Buzimba,2022,9,0.63505
Buzimba,2022,10,0.3352
Buzimba,2022,11,0.42475
Buzimba,2022,12,0.7798
Buzimba,2023,1,0.80135
Buzimba,2023,2,0.78435
Buzimba,2023,3,0.7964
Buzimba,2023,4,0.84045
Buzimba,2023,5,0.81215
Buzimba,2023,6,0.7378
Buzimba,2023,7,0.681
Buzimba,2023,8,0.62665
Buzimba,2023,9,0.6646
Buzimba,2023,10,0.8468
Buzimba,2023,11,0.84835
Buzimba,2023,12,0.4545
Buzimba,2024,1,0.8205
Buzimba,2024,2,0.803
Buzimba,2024,3,0.70325
Buzimba,2024,4,0.59925
Buzimba,2024,5,0.7975
Buzimba,2024,6,0.73495
Buzimba,2024,7,0.6912
Buzimba,2024,8,0.6099
Buzimba,2024,9,0.629
Buzimba,2024,10,0.75835
Buzimba,2024,11,0.7641
Buzimba,2024,12,0.7291
Buzimba,2025,1,0.8242
Buzimba,2025,2,0.79705
Buzimba,2025,3,0.58645
Buzimba,2025,4,0.6834
Buzimba,2025,5,0.85635
Buzimba,2025,6,0.8104
Buzimba,2025,7,0.74475
Buzimba,2025,8,0.68825
Buzimba,2025,9,0.70635
Buzimba,2025,10,0.718
Buzimba,2025,11,0.7269
Buzimba,2025,12,0.81005
