river,year,month,ndvi
Nyengwe,2023,2,0.03135
Nyengwe,2023,3,0.06905
Nyengwe,2023,4,0.01975
Nyengwe,2023,5,
Nyengwe,2023,6,
Nyengwe,2023,7,0.144
Nyengwe,2023,8,0.0301
Nyengwe,2023,9,-0.03645
Nyengwe,2023,10,0.0892
Nyengwe,2023,11,0.02205
Nyengwe,2023,12,0.0031
Nyengwe,2024,1,0.0856
Nyengwe,2024,2,0.0609
Nyengwe,2024,3,0.0363
Nyengwe,2024,4,0.05
Nyengwe,2024,5,0.0241
Nyengwe,2024,6,-0.0266
Nyengwe,2024,7,-0.1061
Nyengwe,2024,8,-0.0222
Nyengwe,2024,9,0.21275
Nyengwe,2024,10,0.006
Nyengwe,2024,11,-0.0041
Nyengwe,2024,12,0.1075
Nyengwe,2025,1,0.25265
Nyengwe,2025,2,0.2128
Nyengwe,2025,3,0.05405
Nyengwe,2025,4,0.0653
Nyengwe,2025,5,0.0276
Nyengwe,2025,6,-0.038
Nyengwe,2025,7,-0.0489
Nyengwe,2025,8,-0.0264
Nyengwe,2025,9,0.1434
Nyengwe,2025,10,-0.0899
Nyengwe,2025,11,-0.021
Nyengwe,2025,12,-0.0044
