date,target_value,target_outlier_count,lat,lon,elev
2008-12-01,0.9261290322580648,0,-3.12,29.4,940.0
2009-01-01,0.8893548387096775,0,-3.12,29.4,940.0
2009-02-01,0.9182142857142858,0,-3.12,29.4,940.0
2009-03-01,0.9906451612903228,0,-3.12,29.4,940.0
2009-04-01,1.164,0,-3.12,29.4,940.0
2009-05-01,1.3270967741935482,0,-3.12,29.4,940.0
2009-06-01,0.7490000000000001,0,-3.12,29.4,940.0
2009-07-01,0.7216129032258066,0,-3.12,29.4,940.0
2009-08-01,0.767741935483871,0,-3.12,29.4,940.0
2009-09-01,0.6056666666666666,0,-3.12,29.4,940.0
2009-10-01,0.8077419354838711,0,-3.12,29.4,940.0
2009-11-01,0.9133333333333332,0,-3.12,29.4,940.0
2009-12-01,0.9467741935483872,0,-3.12,29.4,940.0
2010-01-01,0.9561290322580648,0,-3.12,29.4,940.0
2010-02-01,1.0314285714285714,0,-3.12,29.4,940.0
2010-03-01,0.9958064516129032,0,-3.12,29.4,940.0
2010-04-01,1.0843333333333334,0,-3.12,29.4,940.0
2010-05-01,0.7893548387096776,0,-3.12,29.4,940.0
2010-06-01,0.656,0,-3.12,29.4,940.0
2010-07-01,0.5693548387096776,0,-3.12,29.4,940.0
2010-08-01,0.6500000000000002,0,-3.12,29.4,940.0
2010-09-01,0.7050000000000001,0,-3.12,29.4,940.0
2010-10-01,0.7293548387096777,0,-3.12,29.4,940.0
2010-11-01,0.8636666666666667,0,-3.12,29.4,940.0
2010-12-01,0.8309677419354838,0,-3.12,29.4,940.0
2011-01-01,1.1612903225806457,0,-3.12,29.4,940.0
2011-02-01,0.8392857142857145,0,-3.12,29.4,940.0
2011-03-01,0.9338709677419356,0,-3.12,29.4,940.0
2011-04-01,0.8953333333333334,0,-3.12,29.4,940.0
2011-05-01,0.8209677419354842,0,-3.12,29.4,940.0
2011-06-01,0.7873333333333333,0,-3.12,29.4,940.0
2011-07-01,0.6993548387096774,0,-3.12,29.4,940.0
2011-08-01,0.7106451612903227,0,-3.12,29.4,940.0
2011-09-01,0.7358620689655173,0,-3.12,29.4,940.0
2011-10-01,0.774516129032258,0,-3.12,29.4,940.0
2011-11-01,1.0053333333333334,0,-3.12,29.4,940.0
2011-12-01,1.278333333333333,0,-3.12,29.4,940.0
2012-01-01,1.3754838709677415,0,-3.12,29.4,940.0
2012-02-01,0.8213793103448275,0,-3.12,29.4,940.0
2012-03-01,0.8793548387096771,0,-3.12,29.4,940.0
2012-04-01,1.0616666666666663,0,-3.12,29.4,940.0
2012-05-01,1.0570967741935482,0,-3.12,29.4,940.0
2012-06-01,0.9333333333333332,0,-3.12,29.4,940.0
2012-07-01,0.6561290322580646,0,-3.12,29.4,940.0
2012-08-01,0.8019354838709677,0,-3.12,29.4,940.0
2012-09-01,0.9143333333333332,0,-3.12,29.4,940.0
2012-10-01,0.921290322580645,0,-3.12,29.4,940.0
2012-11-01,0.9923333333333332,0,-3.12,29.4,940.0
2012-12-01,1.2664516129032255,0,-3.12,29.4,940.0
2013-01-01,1.3258064516129031,0,-3.12,29.4,940.0
2013-02-01,1.0028571428571431,0,-3.12,29.4,940.0
2013-03-01,1.1700000000000004,0,-3.12,29.4,940.0
2013-04-01,1.7566666666666668,0,-3.12,29.4,940.0
2013-05-01,1.4429032258064516,0,-3.12,29.4,940.0
2013-06-01,1.2043333333333337,0,-3.12,29.4,940.0
2013-07-01,1.0951612903225805,0,-3.12,29.4,940.0
2013-08-01,1.1112903225806452,0,-3.12,29.4,940.0
2013-09-01,1.1416666666666666,0,-3.12,29.4,940.0
2013-10-01,1.1374193548387097,0,-3.12,29.4,940.0
2013-11-01,1.5196666666666667,0,-3.12,29.4,940.0
2013-12-01,1.6003225806451613,0,-3.12,29.4,940.0
2014-01-01,1.5006451612903224,0,-3.12,29.4,940.0
2014-02-01,1.2596428571428573,0,-3.12,29.4,940.0
2014-03-01,1.4799999999999998,0,-3.12,29.4,940.0
2014-04-01,1.4303333333333337,0,-3.12,29.4,940.0
2014-05-01,1.2183870967741932,0,-3.12,29.4,940.0
2014-06-01,1.1880000000000002,0,-3.12,29.4,940.0
2014-07-01,1.1503225806451611,0,-3.12,29.4,940.0
2014-08-01,1.1548387096774193,0,-3.12,29.4,940.0
2014-09-01,1.1883333333333332,0,-3.12,29.4,940.0
2014-10-01,1.340322580645162,0,-3.12,29.4,940.0
2014-11-01,1.2959999999999998,0,-3.12,29.4,940.0
2014-12-01,1.3361290322580643,0,-3.12,29.4,940.0
2015-01-01,1.389677419354839,0,-3.12,29.4,940.0
2015-02-01,1.4621428571428567,0,-3.12,29.4,940.0
2015-03-01,1.4316129032258065,0,-3.12,29.4,940.0
2015-04-01,1.530333333333333,0,-3.12,29.4,940.0
2015-05-01,1.5048387096774198,0,-3.12,29.4,940.0
2015-06-01,1.336666666666667,0,-3.12,29.4,940.0
2015-07-01,1.1616129032258058,0,-3.12,29.4,940.0
2015-08-01,1.1425806451612903,0,-3.12,29.4,940.0
2015-09-01,1.1679999999999997,0,-3.12,29.4,940.0
2015-10-01,1.3706451612903223,0,-3.12,29.4,940.0
2015-11-01,1.4236666666666664,0,-3.12,29.4,940.0
2015-12-01,1.574838709677419,0,-3.12,29.4,940.0
2016-01-01,1.451290322580645,0,-3.12,29.4,940.0
2016-02-01,1.4706896551724136,0,-3.12,29.4,940.0
2016-03-01,1.425483870967742,0,-3.12,29.4,940.0
2016-04-01,1.4673333333333332,0,-3.12,29.4,940.0
2016-05-01,1.4325806451612904,0,-3.12,29.4,940.0
2016-06-01,1.3550000000000004,0,-3.12,29.4,940.0
2016-07-01,1.2939999999999998,0,-3.12,29.4,940.0
2016-08-01,1.273870967741935,0,-3.12,29.4,940.0
2016-09-01,1.3633333333333333,0,-3.12,29.4,940.0
2016-10-01,1.434516129032258,0,-3.12,29.4,940.0
2016-11-01,1.3496666666666668,0,-3.12,29.4,940.0
2016-12-01,1.311935483870968,0,-3.12,29.4,940.0
2017-01-01,1.4003225806451611,0,-3.12,29.4,940.0
2017-02-01,1.4260714285714289,0,-3.12,29.4,940.0
2017-03-01,1.4361290322580644,0,-3.12,29.4,940.0
2017-04-01,1.435333333333333,0,-3.12,29.4,940.0
2017-05-01,1.4109677419354838,0,-3.12,29.4,940.0
