date,name,NDVI_mean
09-29-00,Kaburantwa,0.5826550000000000
09-29-00,Nyamagana,0.30833300000000002
09-29-00,Mpanda,0.4542690000000000
09-29-00,Nyakagunda,0.4062380000000000
09-29-00,Nyengwe,0.16939899999999999
10-15-00,Buzimba,0.2483780000000000
10-15-00,Mulembwe,0.4356200000000000
10-15-00,Jiji,0.2483780000000000
10-15-00,Mutimbuzi,0.4620570000000000
10-15-00,Rusizi,0.3816450000000000
10-15-00,Kaburantwa,0.5870360000000000
10-15-00,Nyamagana,0.349874000000000
10-15-00,Mpanda,0.4879400000000000
10-15-00,Nyakagunda,0.4961110000000000
10-15-00,Nyengwe,0.2483780000000000
10-31-00,Buzimba,0.20746500000000001
10-31-00,Mulembwe,0.43378100000000003
10-31-00,Jiji,0.20746500000000001
10-31-00,Mutimbuzi,0.5571640000000000
10-31-00,Rusizi,0.44661400000000001
10-31-00,Kaburantwa,0.5388579999999999
10-31-00,Nyamagana,0.5490429999999999
10-31-00,Mpanda,0.5865320000000001
10-31-00,Nyakagunda,0.6331010000000000
10-31-00,Nyengwe,0.20746500000000001
11-16-00,Buzimba,0.4378800000000000
11-16-00,Mulembwe,0.5680200000000000
11-16-00,Jiji,0.4378800000000000
11-16-00,Mutimbuzi,0.6878940000000000
11-16-00,Rusizi,0.5597460000000000
11-16-00,Kaburantwa,0.687284000000000
11-16-00,Nyamagana,0.658293000000000
11-16-00,Mpanda,0.7162230000000001
11-16-00,Nyakagunda,0.7217060000000000
11-16-00,Nyengwe,0.4378800000000000
12-02-00,Buzimba,0.26435399999999998
12-02-00,Mulembwe,0.4107580000000000
12-02-00,Jiji,0.26435399999999998
12-02-00,Mutimbuzi,0.4046930000000000
12-02-00,Rusizi,0.49839699999999998
12-02-00,Kaburantwa,0.5113750000000000
12-02-00,Nyamagana,0.7088490000000000
12-02-00,Mpanda,0.5575690000000000
12-02-00,Nyakagunda,0.7222100000000000
12-02-00,Nyengwe,0.26435399999999998
12-18-00,Buzimba,0.45372200000000001
12-18-00,Mulembwe,0.5733210000000000
12-18-00,Jiji,0.45372200000000001
12-18-00,Mutimbuzi,0.6635990000000000
12-18-00,Rusizi,0.6177900000000000
12-18-00,Kaburantwa,0.6422970000000000
12-18-00,Nyamagana,0.730728000000000
12-18-00,Mpanda,0.6997350000000000
12-18-00,Nyakagunda,0.756021000000000
12-18-00,Nyengwe,0.45372200000000001
01-01-01,Buzimba,0.21172400000000000
01-01-01,Mulembwe,0.5480830000000000
01-01-01,Jiji,0.21172400000000000
01-01-01,Mutimbuzi,0.6698570000000000
01-01-01,Rusizi,0.31533400000000000
01-01-01,Kaburantwa,0.6775980000000000
01-01-01,Nyamagana,0.692310000000000
01-01-01,Mpanda,0.6867730000000000
01-01-01,Nyakagunda,0.6353540000000000
01-01-01,Nyengwe,0.21172400000000000
01-17-01,Buzimba,0.20481600000000000
01-17-01,Mulembwe,0.5161770000000000
01-17-01,Jiji,0.20481600000000000
01-17-01,Mutimbuzi,0.5165120000000000
01-17-01,Rusizi,0.431094000000000
01-17-01,Kaburantwa,0.6636550000000000
01-17-01,Nyamagana,0.7011910000000000
01-17-01,Mpanda,0.6369899999999999
01-17-01,Nyakagunda,0.6916570000000000
01-17-01,Nyengwe,0.20481600000000000
02-02-01,Buzimba,0.4861580000000000
02-02-01,Mulembwe,0.6614760000000000
02-02-01,Jiji,0.4861580000000000
02-02-01,Mutimbuzi,0.686483000000000
02-02-01,Rusizi,0.6852700000000000
02-02-01,Kaburantwa,0.7992980000000000
02-02-01,Nyamagana,0.6686830000000000
02-02-01,Mpanda,0.7595100000000000
02-02-01,Nyakagunda,0.7598270000000000
02-02-01,Nyengwe,0.4861580000000000
02-18-01,Buzimba,0.3188840000000000
02-18-01,Mulembwe,0.47129599999999999
02-18-01,Jiji,0.3188840000000000
02-18-01,Mutimbuzi,0.6312290000000000
02-18-01,Rusizi,0.5727179999999999
02-18-01,Kaburantwa,0.6311200000000000
02-18-01,Nyamagana,0.6995950000000000
02-18-01,Mpanda,0.6856570000000000
02-18-01,Nyakagunda,0.7482410000000000
02-18-01,Nyengwe,0.3188840000000000
03-06-01,Buzimba,0.4390420000000000
03-06-01,Mulembwe,0.4878930000000000
03-06-01,Jiji,0.4390420000000000
03-06-01,Mutimbuzi,0.5758190000000000
03-06-01,Rusizi,0.5642390000000000
03-06-01,Kaburantwa,0.5156480000000000
03-06-01,Nyamagana,0.6612390000000000
03-06-01,Mpanda,0.659495000000000
03-06-01,Nyakagunda,0.7090520000000000
03-06-01,Nyengwe,0.4390420000000000
03-22-01,Buzimba,0.5060160000000000
03-22-01,Mulembwe,0.5504090000000000
03-22-01,Jiji,0.5060160000000000
03-22-01,Mutimbuzi,0.6387180000000000
03-22-01,Rusizi,0.5860820000000000
03-22-01,Kaburantwa,0.6015480000000000
03-22-01,Nyamagana,0.6581880000000000
03-22-01,Mpanda,0.6724700000000000
03-22-01,Nyakagunda,0.7086390000000000
03-22-01,Nyengwe,0.5060160000000000
04-07-01,Buzimba,0.5175740000000000
04-07-01,Mulembwe,0.5846150000000000
04-07-01,Jiji,0.5175740000000000
04-07-01,Mutimbuzi,0.7363620000000000
04-07-01,Rusizi,0.5350760000000000
04-07-01,Kaburantwa,0.6233970000000000
04-07-01,Nyamagana,0.6848900000000000
04-07-01,Mpanda,0.7252459999999999
04-07-01,Nyakagunda,0.6521450000000000
04-07-01,Nyengwe,0.5175740000000000
04-23-01,Buzimba,0.32216899999999998
04-23-01,Mulembwe,0.602122000000000
04-23-01,Jiji,0.32216899999999998
04-23-01,Mutimbuzi,0.6914500000000000
04-23-01,Rusizi,0.5739430000000000
04-23-01,Kaburantwa,0.6150440000000000
04-23-01,Nyamagana,0.6637490000000000
04-23-01,Mpanda,0.7021269999999999
04-23-01,Nyakagunda,0.7086380000000000
04-23-01,Nyengwe,0.32216899999999998
05-09-01,Buzimba,0.5152960000000000
05-09-01,Mulembwe,0.5145690000000001
05-09-01,Jiji,0.5152960000000000
05-09-01,Mutimbuzi,0.5994670000000000
05-09-01,Rusizi,0.4850250000000000
05-09-01,Kaburantwa,0.49944200000000000
05-09-01,Nyamagana,0.6411670000000000
05-09-01,Mpanda,0.5834720000000000
05-09-01,Nyakagunda,0.6605240000000000
05-09-01,Nyengwe,0.5152960000000000
05-25-01,Buzimba,0.5651900000000000
05-25-01,Mulembwe,0.6819920000000000
05-25-01,Jiji,0.5651900000000000
05-25-01,Mutimbuzi,0.6337960000000000
05-25-01,Rusizi,0.5340910000000000
05-25-01,Kaburantwa,0.6269550000000000
05-25-01,Nyamagana,0.5937770000000000
05-25-01,Mpanda,0.6795030000000000
05-25-01,Nyakagunda,0.691574000000000
05-25-01,Nyengwe,0.5651900000000000
06-10-01,Buzimba,0.20727799999999999
06-10-01,Mulembwe,0.600734000000000
06-10-01,Jiji,0.20727799999999999
06-10-01,Mutimbuzi,0.587614000000000
06-10-01,Rusizi,0.5198000000000000
06-10-01,Kaburantwa,0.4900670000000000
06-10-01,Nyamagana,0.6158490000000000
06-10-01,Mpanda,0.5708680000000000
06-10-01,Nyakagunda,0.614899000000000
06-10-01,Nyengwe,0.20727799999999999
06-26-01,Buzimba,0.5653380000000000
06-26-01,Mulembwe,0.6002340000000000
06-26-01,Jiji,0.5653380000000000
06-26-01,Mutimbuzi,0.5917320000000000
06-26-01,Rusizi,0.5415680000000000
06-26-01,Kaburantwa,0.6017850000000000
06-26-01,Nyamagana,0.4913190000000000
06-26-01,Mpanda,0.6290570000000000
06-26-01,Nyakagunda,0.585096000000000
06-26-01,Nyengwe,0.5653380000000000
07-12-01,Buzimba,0.19404399999999999
07-12-01,Mulembwe,0.5351720000000000
07-12-01,Jiji,0.19404399999999999
07-12-01,Mutimbuzi,0.5613950000000000
07-12-01,Rusizi,0.4351240000000000
07-12-01,Kaburantwa,0.6520920000000000
07-12-01,Nyamagana,0.46900700000000001
07-12-01,Mpanda,0.6125190000000000
07-12-01,Nyakagunda,0.5983540000000001
07-12-01,Nyengwe,0.19404399999999999
07-28-01,Buzimba,0.2242210000000000
07-28-01,Mulembwe,0.5394110000000000
07-28-01,Jiji,0.2242210000000000
07-28-01,Mutimbuzi,0.5558689999999999
07-28-01,Rusizi,0.3264760000000000
07-28-01,Kaburantwa,0.6420040000000000
07-28-01,Nyamagana,0.5029270000000000
07-28-01,Mpanda,0.6032860000000000
07-28-01,Nyakagunda,0.5649030000000000
07-28-01,Nyengwe,0.2242210000000000
08-13-01,Buzimba,0.3164120000000000
08-13-01,Mulembwe,0.5143830000000000
08-13-01,Jiji,0.3164120000000000
08-13-01,Mutimbuzi,0.5036630000000000
08-13-01,Rusizi,0.4802640000000000
08-13-01,Kaburantwa,0.6999500000000000
08-13-01,Nyamagana,0.5361700000000000
08-13-01,Mpanda,0.57726900000000
08-13-01,Nyakagunda,0.5533410000000000
08-13-01,Nyengwe,0.3164120000000000
08-29-01,Buzimba,0.21392000000000000
08-29-01,Mulembwe,0.4644010000000000
08-29-01,Jiji,0.21392000000000000
08-29-01,Mutimbuzi,0.5218260000000000
08-29-01,Rusizi,0.4926490000000000
08-29-01,Kaburantwa,0.6963960000000000
08-29-01,Nyamagana,0.5238010000000000
08-29-01,Mpanda,0.5597950000000000
08-29-01,Nyakagunda,0.5552090000000000
08-29-01,Nyengwe,0.21392000000000000
09-14-01,Buzimba,0.19069000000000000
09-14-01,Mulembwe,0.4224880000000000
09-14-01,Jiji,0.19069000000000000
09-14-01,Mutimbuzi,0.5095050000000000
09-14-01,Rusizi,0.42988599999999999
09-14-01,Kaburantwa,0.5797070000000000
09-14-01,Nyamagana,0.5446330000000000
09-14-01,Mpanda,0.546573000000000
09-14-01,Nyakagunda,0.5533250000000000
09-14-01,Nyengwe,0.19069000000000000
09-30-01,Buzimba,0.2409270000000000
09-30-01,Mulembwe,0.4909640000000000
09-30-01,Jiji,0.2409270000000000
09-30-01,Mutimbuzi,0.5371400000000000
09-30-01,Rusizi,0.4112410000000000
09-30-01,Kaburantwa,0.6488920000000000
09-30-01,Nyamagana,0.5311920000000000
09-30-01,Mpanda,0.6108650000000000
09-30-01,Nyakagunda,0.5470330000000000
09-30-01,Nyengwe,0.2409270000000000
10-16-01,Buzimba,0.35723199999999999
10-16-01,Mulembwe,0.554495000000000
10-16-01,Jiji,0.35723199999999999
10-16-01,Mutimbuzi,0.5565770000000000
10-16-01,Rusizi,0.3337900000000000
10-16-01,Kaburantwa,0.6533639999999999
10-16-01,Nyamagana,0.557002000000000
10-16-01,Mpanda,0.5945070000000000
10-16-01,Nyakagunda,0.5752010000000000
10-16-01,Nyengwe,0.35723199999999999
11-01-01,Buzimba,0.16090800000000000
11-01-01,Mulembwe,0.39892899999999998
11-01-01,Jiji,0.16090800000000000
11-01-01,Mutimbuzi,0.5419349999999999
11-01-01,Rusizi,0.33402199999999999
11-01-01,Kaburantwa,0.5309650000000000
11-01-01,Nyamagana,0.5821730000000001
11-01-01,Mpanda,0.5943250000000000
11-01-01,Nyakagunda,0.5895000000000000
11-01-01,Nyengwe,0.16090800000000000
11-17-01,Buzimba,0.466068000000000
11-17-01,Mulembwe,0.5492080000000000
11-17-01,Jiji,0.466068000000000
11-17-01,Mutimbuzi,0.6565970000000000
11-17-01,Rusizi,0.49092700000000000
11-17-01,Kaburantwa,0.6466650000000000
11-17-01,Nyamagana,0.5935110000000000
11-17-01,Mpanda,0.6303070000000000
11-17-01,Nyakagunda,0.6676890000000000
11-17-01,Nyengwe,0.466068000000000
12-03-01,Buzimba,0.3468650000000000
12-03-01,Mulembwe,0.4967530000000000
12-03-01,Jiji,0.3468650000000000
12-03-01,Mutimbuzi,0.619293000000000
12-03-01,Rusizi,0.489896000000000
12-03-01,Kaburantwa,0.6822130000000000
12-03-01,Nyamagana,0.6243370000000000
12-03-01,Mpanda,0.6684650000000000
12-03-01,Nyakagunda,0.6765320000000000
12-03-01,Nyengwe,0.3468650000000000
12-19-01,Buzimba,0.2938820000000000
12-19-01,Mulembwe,0.6436320000000000
12-19-01,Jiji,0.2938820000000000
12-19-01,Mutimbuzi,0.6475320000000000
12-19-01,Rusizi,0.3843840000000000
12-19-01,Kaburantwa,0.619823000000000
12-19-01,Nyamagana,0.682602000000000
12-19-01,Mpanda,0.6491760000000000
12-19-01,Nyakagunda,0.6121480000000000
12-19-01,Nyengwe,0.2938820000000000
01-01-02,Buzimba,0.23597899999999999
01-01-02,Mulembwe,0.5583830000000000
01-01-02,Jiji,0.23597899999999999
01-01-02,Mutimbuzi,0.6285600000000000
01-01-02,Rusizi,0.5027060000000000
01-01-02,Kaburantwa,0.6170550000000000
01-01-02,Nyamagana,0.719119000000000
01-01-02,Mpanda,0.6868990000000000
01-01-02,Nyakagunda,0.7026470000000000
01-01-02,Nyengwe,0.23597899999999999
01-17-02,Buzimba,0.26288499999999998
01-17-02,Mulembwe,0.6571100000000000
01-17-02,Jiji,0.26288499999999998
01-17-02,Mutimbuzi,0.6856910000000001
01-17-02,Rusizi,0.5199940000000000
01-17-02,Kaburantwa,0.7516090000000000
01-17-02,Nyamagana,0.685244000000000
01-17-02,Mpanda,0.7367720000000000
01-17-02,Nyakagunda,0.7558850000000000
01-17-02,Nyengwe,0.26288499999999998
02-02-02,Buzimba,0.2601010000000000
02-02-02,Mulembwe,0.621158000000000
02-02-02,Jiji,0.2601010000000000
02-02-02,Mutimbuzi,0.635602000000000
02-02-02,Rusizi,0.49255399999999999
02-02-02,Kaburantwa,0.6562510000000000
02-02-02,Nyamagana,0.6402470000000000
02-02-02,Mpanda,0.6770160000000000
02-02-02,Nyakagunda,0.7479810000000000
02-02-02,Nyengwe,0.2601010000000000
02-18-02,Buzimba,0.4526660000000000
02-18-02,Mulembwe,0.6156460000000000
02-18-02,Jiji,0.4526660000000000
02-18-02,Mutimbuzi,0.6965290000000000
02-18-02,Rusizi,0.6160740000000000
02-18-02,Kaburantwa,0.6391580000000000
02-18-02,Nyamagana,0.6897410000000000
02-18-02,Mpanda,0.7292000000000000
02-18-02,Nyakagunda,0.6907170000000000
02-18-02,Nyengwe,0.4526660000000000
03-06-02,Buzimba,0.2161200000000000
03-06-02,Mulembwe,0.5656230000000000
03-06-02,Jiji,0.2161200000000000
03-06-02,Mutimbuzi,0.6139740000000000
03-06-02,Rusizi,0.4963240000000000
03-06-02,Kaburantwa,0.5844060000000000
03-06-02,Nyamagana,0.6898530000000000
03-06-02,Mpanda,0.6327570000000000
03-06-02,Nyakagunda,0.7496920000000000
03-06-02,Nyengwe,0.2161200000000000
03-22-02,Buzimba,0.2159570000000000
03-22-02,Mulembwe,0.4788950000000000
03-22-02,Jiji,0.2159570000000000
03-22-02,Mutimbuzi,0.5622620000000000
03-22-02,Rusizi,0.4521040000000000
03-22-02,Kaburantwa,0.5057050000000000
03-22-02,Nyamagana,0.6045040000000000
03-22-02,Mpanda,0.6385470000000000
03-22-02,Nyakagunda,0.6578090000000000
03-22-02,Nyengwe,0.2159570000000000
04-07-02,Buzimba,0.26373600000000003
04-07-02,Mulembwe,0.4886900000000000
04-07-02,Jiji,0.26373600000000003
04-07-02,Mutimbuzi,0.597591000000000
04-07-02,Rusizi,0.4062920000000000
04-07-02,Kaburantwa,0.526083000000000
04-07-02,Nyamagana,0.6677500000000000
04-07-02,Mpanda,0.6321329999999999
04-07-02,Nyakagunda,0.7389450000000000
04-07-02,Nyengwe,0.26373600000000003
04-23-02,Buzimba,0.3875780000000000
04-23-02,Mulembwe,0.4527180000000000
04-23-02,Jiji,0.3875780000000000
04-23-02,Mutimbuzi,0.5514800000000000
04-23-02,Rusizi,0.4350620000000000
04-23-02,Kaburantwa,0.4225560000000000
04-23-02,Nyamagana,0.6448170000000000
04-23-02,Mpanda,0.5608820000000000
04-23-02,Nyakagunda,0.6298060000000000
04-23-02,Nyengwe,0.3875780000000000
05-09-02,Buzimba,0.6496010000000000
05-09-02,Mulembwe,0.7414280000000000
05-09-02,Jiji,0.6496010000000000
05-09-02,Mutimbuzi,0.7304380000000000
05-09-02,Rusizi,0.5607600000000000
05-09-02,Kaburantwa,0.7935920000000000
05-09-02,Nyamagana,0.6676910000000000
05-09-02,Mpanda,0.7564190000000000
05-09-02,Nyakagunda,0.742435000000000
05-09-02,Nyengwe,0.6496010000000000
05-25-02,Buzimba,0.6308390000000000
05-25-02,Mulembwe,0.6806790000000000
05-25-02,Jiji,0.6308390000000000
05-25-02,Mutimbuzi,0.680632000000000
05-25-02,Rusizi,0.6200110000000000
05-25-02,Kaburantwa,0.7661900000000000
05-25-02,Nyamagana,0.6211040000000000
05-25-02,Mpanda,0.7096600000000000
05-25-02,Nyakagunda,0.7259590000000000
05-25-02,Nyengwe,0.6308390000000000
06-10-02,Buzimba,0.5377870000000000
06-10-02,Mulembwe,0.6502530000000000
06-10-02,Jiji,0.5377870000000000
06-10-02,Mutimbuzi,0.6519870000000000
06-10-02,Rusizi,0.44931900000000002
06-10-02,Kaburantwa,0.7346020000000000
06-10-02,Nyamagana,0.5432050000000000
06-10-02,Mpanda,0.6682630000000001
06-10-02,Nyakagunda,0.6397050000000000
06-10-02,Nyengwe,0.5377870000000000
06-26-02,Buzimba,0.41794900000000001
06-26-02,Mulembwe,0.5669800000000000
06-26-02,Jiji,0.41794900000000001
06-26-02,Mutimbuzi,0.5792420000000000
06-26-02,Rusizi,0.49880900000000000
06-26-02,Kaburantwa,0.7221700000000000
06-26-02,Nyamagana,0.4747860000000000
06-26-02,Mpanda,0.6030390000000000
06-26-02,Nyakagunda,0.608128000000000
06-26-02,Nyengwe,0.41794900000000001
07-12-02,Buzimba,0.29583399999999999
07-12-02,Mulembwe,0.5143160000000000
07-12-02,Jiji,0.29583399999999999
07-12-02,Mutimbuzi,0.5207310000000001
07-12-02,Rusizi,0.4305450000000000
07-12-02,Kaburantwa,0.6894749999999999
07-12-02,Nyamagana,0.4271880000000000
07-12-02,Mpanda,0.555634000000000
07-12-02,Nyakagunda,0.5555450000000000
07-12-02,Nyengwe,0.29583399999999999
07-28-02,Buzimba,0.206039000000000
07-28-02,Mulembwe,0.508182000000000
07-28-02,Jiji,0.206039000000000
07-28-02,Mutimbuzi,0.5237640000000000
07-28-02,Rusizi,0.46380399999999999
07-28-02,Kaburantwa,0.671871000000000
07-28-02,Nyamagana,0.4093430000000000
07-28-02,Mpanda,0.536425000000000
07-28-02,Nyakagunda,0.5417800000000000
07-28-02,Nyengwe,0.206039000000000
08-13-02,Buzimba,0.4184860000000000
08-13-02,Mulembwe,0.47745399999999999
08-13-02,Jiji,0.4184860000000000
08-13-02,Mutimbuzi,0.47603499999999999
08-13-02,Rusizi,0.41560999999999998
08-13-02,Kaburantwa,0.6326210000000000
08-13-02,Nyamagana,0.37465199999999999
08-13-02,Mpanda,0.5055450000000000
08-13-02,Nyakagunda,0.4847660000000000
08-13-02,Nyengwe,0.4184860000000000
08-29-02,Buzimba,0.1635180000000000
08-29-02,Mulembwe,0.4199510000000000
08-29-02,Jiji,0.1635180000000000
08-29-02,Mutimbuzi,0.4525530000000000
08-29-02,Rusizi,0.3344180000000000
08-29-02,Kaburantwa,0.4971070000000000
08-29-02,Nyamagana,0.37456200000000001
08-29-02,Mpanda,0.45921600000000001
08-29-02,Nyakagunda,0.4056790000000000
08-29-02,Nyengwe,0.1635180000000000
09-14-02,Buzimba,0.4008170000000000
09-14-02,Mulembwe,0.46888700000000000
09-14-02,Jiji,0.4008170000000000
09-14-02,Mutimbuzi,0.4803020000000000
09-14-02,Rusizi,0.43881999999999999
09-14-02,Kaburantwa,0.6463310000000000
09-14-02,Nyamagana,0.36009700000000000
09-14-02,Mpanda,0.5104000000000000
09-14-02,Nyakagunda,0.4811230000000000
09-14-02,Nyengwe,0.4008170000000000
09-30-02,Buzimba,0.20222599999999999
09-30-02,Mulembwe,0.44585599999999997
09-30-02,Jiji,0.20222599999999999
09-30-02,Mutimbuzi,0.4641250000000000
09-30-02,Rusizi,0.4410270000000000
09-30-02,Kaburantwa,0.5676450000000000
09-30-02,Nyamagana,0.3857450000000000
09-30-02,Mpanda,0.49712899999999999
09-30-02,Nyakagunda,0.49428600000000000
09-30-02,Nyengwe,0.20222599999999999
10-16-02,Buzimba,0.18576400000000001
10-16-02,Mulembwe,0.4033120000000000
10-16-02,Jiji,0.18576400000000001
10-16-02,Mutimbuzi,0.44620399999999999
10-16-02,Rusizi,0.3500900000000000
10-16-02,Kaburantwa,0.42258400000000002
10-16-02,Nyamagana,0.4705530000000000
10-16-02,Mpanda,0.45363199999999998
10-16-02,Nyakagunda,0.535985000000000
10-16-02,Nyengwe,0.18576400000000001
11-01-02,Buzimba,0.17122000000000001
11-01-02,Mulembwe,0.3485370000000000
11-01-02,Jiji,0.17122000000000001
11-01-02,Mutimbuzi,0.5482550000000000
11-01-02,Rusizi,0.4580900000000000
11-01-02,Kaburantwa,0.5400260000000000
11-01-02,Nyamagana,0.5811550000000000
11-01-02,Mpanda,0.5909850000000000
11-01-02,Nyakagunda,0.6444700000000000
11-01-02,Nyengwe,0.17122000000000001
11-17-02,Buzimba,0.23875800000000000
11-17-02,Mulembwe,0.4400670000000000
11-17-02,Jiji,0.23875800000000000
11-17-02,Mutimbuzi,0.6098930000000000
11-17-02,Rusizi,0.51338500000000
11-17-02,Kaburantwa,0.6186060000000000
11-17-02,Nyamagana,0.645012000000000
11-17-02,Mpanda,0.6517240000000000
11-17-02,Nyakagunda,0.6768350000000000
11-17-02,Nyengwe,0.23875800000000000
