date,river,observed_water_level,imputed_mean,imputed_lower_95,imputed_upper_95,method
2000-01-01,Kaburantwa,,1.5158859491348267,1.3655846118927002,1.5940816402435303,XGBoost_bootstrap_ensemble
2000-02-01,Kaburantwa,,0.9869423508644104,0.8766743540763855,1.121145486831665,XGBoost_bootstrap_ensemble
2000-03-01,Kaburantwa,,0.9248206615447998,0.8021672964096069,1.0726792812347412,XGBoost_bootstrap_ensemble
2000-04-01,Kaburantwa,,0.8951795101165771,0.7617071270942688,1.068498969078064,XGBoost_bootstrap_ensemble
2000-05-01,Kaburantwa,,0.8688929080963135,0.738228440284729,1.0422685146331787,XGBoost_bootstrap_ensemble
2000-06-01,Kaburantwa,,0.8312376141548157,0.7088366746902466,1.0104873180389404,XGBoost_bootstrap_ensemble
2000-07-01,Kaburantwa,,0.8957366943359375,0.7473317980766296,1.1009907722473145,XGBoost_bootstrap_ensemble
2000-08-01,Kaburantwa,,0.9011757373809814,0.7527589797973633,1.1002905368804932,XGBoost_bootstrap_ensemble
2000-09-01,Kaburantwa,,0.8855891227722168,0.7466469407081604,1.0700116157531738,XGBoost_bootstrap_ensemble
2000-10-01,Kaburantwa,,0.9117660522460938,0.7563665509223938,1.0910407304763794,XGBoost_bootstrap_ensemble
2000-11-01,Kaburantwa,,0.9810627698898315,0.825600802898407,1.1546287536621094,XGBoost_bootstrap_ensemble
2000-12-01,Kaburantwa,,0.9658882021903992,0.8458113074302673,1.1352331638336182,XGBoost_bootstrap_ensemble
2001-01-01,Kaburantwa,,0.8299931287765503,0.7614787817001343,0.8835141062736511,XGBoost_bootstrap_ensemble
2001-02-01,Kaburantwa,,0.819537878036499,0.7546466588973999,0.8897886276245117,XGBoost_bootstrap_ensemble
2001-03-01,Kaburantwa,,0.7990442514419556,0.7477298974990845,0.8509767651557922,XGBoost_bootstrap_ensemble
2001-04-01,Kaburantwa,,0.8215255737304688,0.739007294178009,0.8924041390419006,XGBoost_bootstrap_ensemble
2001-05-01,Kaburantwa,,0.7635721564292908,0.6938084363937378,0.8343245387077332,XGBoost_bootstrap_ensemble
