date,river,observed_water_level,imputed_mean,imputed_lower_95,imputed_upper_95,method
2000-01-01,Mutimbuzi,,1.5887614488601685,1.2769649118185042,1.954147958755493,XGBoost_bootstrap_ensemble
2000-02-01,Mutimbuzi,,1.096436858177185,0.8770673841238021,1.3441784054040906,XGBoost_bootstrap_ensemble
2000-03-01,Mutimbuzi,,1.1925077438354492,0.9875145316123962,1.5172613233327863,XGBoost_bootstrap_ensemble
2000-04-01,Mutimbuzi,,1.0329588651657104,0.8156789496541024,1.234343284368515,XGBoost_bootstrap_ensemble
2000-05-01,Mutimbuzi,,0.9742717146873474,0.7892228782176971,1.1683630585670468,XGBoost_bootstrap_ensemble
2000-06-01,Mutimbuzi,,0.9335305094718933,0.7260606080293656,1.1009810924530028,XGBoost_bootstrap_ensemble
2000-07-01,Mutimbuzi,,0.9303908348083496,0.7436576142907143,1.1308098584413528,XGBoost_bootstrap_ensemble
2000-08-01,Mutimbuzi,,0.9229259490966797,0.7393825739622116,1.135573661327362,XGBoost_bootstrap_ensemble
2000-09-01,Mutimbuzi,,0.9183335900306702,0.7238095581531525,1.1020404756069182,XGBoost_bootstrap_ensemble
2000-10-01,Mutimbuzi,,0.9928132891654968,0.8448600515723228,1.1646247655153272,XGBoost_bootstrap_ensemble
2000-11-01,Mutimbuzi,,1.2300912141799927,1.0223675668239594,1.5314450591802595,XGBoost_bootstrap_ensemble
2000-12-01,Mutimbuzi,,1.175931453704834,1.0052029997110368,1.4071530640125274,XGBoost_bootstrap_ensemble
2001-01-01,Mutimbuzi,,1.2056949138641357,0.905175194144249,1.5661503374576566,XGBoost_bootstrap_ensemble
2001-02-01,Mutimbuzi,,1.1061491966247559,0.8157230094075203,1.4968825250864026,XGBoost_bootstrap_ensemble
2001-03-01,Mutimbuzi,,1.0567864179611206,0.904086847603321,1.306303450465202,XGBoost_bootstrap_ensemble
2001-04-01,Mutimbuzi,,0.9474421143531799,0.7739057093858719,1.1412477046251297,XGBoost_bootstrap_ensemble
2001-05-01,Mutimbuzi,,0.9056816697120667,0.7055932208895683,1.1021925538778305,XGBoost_bootstrap_ensemble
2001-06-01,Mutimbuzi,,0.9173298478126526,0.6835705280303955,1.2967874735593792,XGBoost_bootstrap_ensemble
2001-07-01,Mutimbuzi,,0.9022010564804077,0.6995108753442765,1.2565486013889309,XGBoost_bootstrap_ensemble
2001-08-01,Mutimbuzi,,0.8331172466278076,0.6825423330068588,0.9959701791405676,XGBoost_bootstrap_ensemble
2001-09-01,Mutimbuzi,,0.8369221687316895,0.6682206511497497,1.0555816918611525,XGBoost_bootstrap_ensemble
2001-10-01,Mutimbuzi,,0.9141930937767029,0.7339642331004143,1.0749859243631361,XGBoost_bootstrap_ensemble
2001-11-01,Mutimbuzi,,1.0377603769302368,0.8868371367454528,1.2823390305042266,XGBoost_bootstrap_ensemble
2001-12-01,Mutimbuzi,,1.00922429561615,0.8641357108950615,1.207104855775833,XGBoost_bootstrap_ensemble
