date,river,water_level,water_level_xgb_mean,water_level_xgb_lower,water_level_xgb_upper,water_level_xgb_method
2000-01-01,Nyamagana,,0.7266417145729065,0.5174023285508156,0.8127671465277672,XGBoost_bootstrap_ensemble
2000-02-01,Nyamagana,,0.7606842517852783,0.642575204372406,0.8337205544114112,XGBoost_bootstrap_ensemble
2000-03-01,Nyamagana,,0.816862165927887,0.7315897896885872,0.8775988951325416,XGBoost_bootstrap_ensemble
2000-04-01,Nyamagana,,0.81402188539505,0.7551247581839562,0.8663184985518455,XGBoost_bootstrap_ensemble
2000-05-01,Nyamagana,,0.7662810683250427,0.7229532346129417,0.8173271238803863,XGBoost_bootstrap_ensemble
2000-06-01,Nyamagana,,0.7652029991149902,0.7146709784865379,0.8213807642459869,XGBoost_bootstrap_ensemble
2000-07-01,Nyamagana,,0.7682385444641113,0.7221137315034867,0.8214176952838897,XGBoost_bootstrap_ensemble
2000-08-01,Nyamagana,,0.7518534660339355,0.7124965846538543,0.7969740942120552,XGBoost_bootstrap_ensemble
2000-09-01,Nyamagana,,0.7602332830429077,0.7197210982441902,0.7977355375885963,XGBoost_bootstrap_ensemble
2000-10-01,Nyamagana,,0.788536548614502,0.753197480738163,0.8281265303492545,XGBoost_bootstrap_ensemble
2000-11-01,Nyamagana,,0.9426515698432922,0.8157586261630059,1.052648267149925,XGBoost_bootstrap_ensemble
2000-12-01,Nyamagana,,1.0186607837677002,0.8502933010458946,1.1630727797746658,XGBoost_bootstrap_ensemble
2001-01-01,Nyamagana,,0.9814162254333496,0.8196285307407379,1.1080971509218216,XGBoost_bootstrap_ensemble
2001-02-01,Nyamagana,,0.8184614777565002,0.7283070504665374,0.9078335523605346,XGBoost_bootstrap_ensemble
2001-03-01,Nyamagana,,0.8186395168304443,0.7537811234593391,0.886575210094452,XGBoost_bootstrap_ensemble
2001-04-01,Nyamagana,,0.9170535802841187,0.7920360669493676,1.035758963227272,XGBoost_bootstrap_ensemble
2001-05-01,Nyamagana,,0.8447479009628296,0.7432163104414939,0.958929081261158,XGBoost_bootstrap_ensemble
2001-06-01,Nyamagana,,0.8185939788818359,0.7086137518286705,0.929713898897171,XGBoost_bootstrap_ensemble
2001-07-01,Nyamagana,,0.806690514087677,0.7252212271094323,0.9017535433173179,XGBoost_bootstrap_ensemble
2001-08-01,Nyamagana,,0.7777333855628967,0.7485436633229255,0.816846652328968,XGBoost_bootstrap_ensemble
2001-09-01,Nyamagana,,0.7795811295509338,0.7493386790156364,0.8150093510746956,XGBoost_bootstrap_ensemble
2001-10-01,Nyamagana,,0.8431727886199951,0.8041913092136384,0.888959388434887,XGBoost_bootstrap_ensemble
2001-11-01,Nyamagana,,0.8504096865653992,0.8116340681910514,0.8945208281278609,XGBoost_bootstrap_ensemble
2001-12-01,Nyamagana,,0.8341606259346008,0.7746781572699547,0.8923348903656005,XGBoost_bootstrap_ensemble
2002-01-01,Nyamagana,,0.9934192895889282,0.819390918314457,1.1231873661279677,XGBoost_bootstrap_ensemble
2002-02-01,Nyamagana,,0.8425112962722778,0.7798242822289467,0.8999686926603316,XGBoost_bootstrap_ensemble
2002-03-01,Nyamagana,,0.9060301184654236,0.7872387126088143,1.0188069820404053,XGBoost_bootstrap_ensemble
2002-04-01,Nyamagana,,0.9206793308258057,0.7920466840267182,1.0421370357275008,XGBoost_bootstrap_ensemble
2002-05-01,Nyamagana,,0.8927081823348999,0.8251996904611587,0.9841417521238327,XGBoost_bootstrap_ensemble
2002-06-01,Nyamagana,,0.7522713541984558,0.7046451166272163,0.810442078113556,XGBoost_bootstrap_ensemble
2002-07-01,Nyamagana,,0.7526309490203857,0.6967074736952782,0.8191928178071975,XGBoost_bootstrap_ensemble
2002-08-01,Nyamagana,,0.7553685903549194,0.7172866120934487,0.8120331153273582,XGBoost_bootstrap_ensemble
2002-09-01,Nyamagana,,0.760407567024231,0.7362033560872078,0.7895561471581458,XGBoost_bootstrap_ensemble
2002-10-01,Nyamagana,,0.7735133171081543,0.7404138579964638,0.8144121095538139,XGBoost_bootstrap_ensemble
2002-11-01,Nyamagana,,0.7959104180335999,0.7512573048472404,0.8512234419584274,XGBoost_bootstrap_ensemble
