river,date,year,month,water_level,water_level_observed,runoff,runoff_observed,temp_max_observed,temp_min_observed,temp_mean_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean
Nyengwe,1981-01-01,1981,1,0.5961290322580647,0.5961290322580647,13.55,13.55,26.619354838709675,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.64362237903225,20.176480000000026,25.363120000000038,434.11922485042,0.007931431425806448,0.6693406045235215,18.98101463709679,101215.54526209677
Nyengwe,1981-02-01,1981,2,0.5071428571428573,0.5071428571428573,9.94,9.94,26.696428571428566,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.286870982142887,20.4144,26.53063000000003,293.96796205782,0.03790853064851191,0.4051655809151785,18.9659861904762,101111.91599702381
Nyengwe,1981-03-01,1981,3,0.6480645161290324,0.6480645161290324,12.65,12.65,26.087096774193544,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.812335887096822,20.61736000000002,25.820760000000007,488.9450076743,0.17248502391357529,0.5285241317840054,19.27872240591404,101142.50676747311
Nyengwe,1981-04-01,1981,4,0.6971428571428572,0.6971428571428572,10.36,10.36,26.093333333333337,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.618502069444446,20.484800000000007,24.660300000000007,414.09683134174,0.29733640960069446,0.43716225098684725,19.482824111111142,101201.4286875
Nyengwe,1981-05-01,1981,5,0.5987096774193548,0.5987096774193548,10.52,10.52,25.89677419354838,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.36463590053762,20.48434000000003,25.29940000000005,445.16682642216,0.5320792043048388,0.1374630952161559,18.978943225806518,101310.22985887097
Nyengwe,1981-06-01,1981,6,0.46999999999999986,0.46999999999999986,2.48,2.48,27.16333333333334,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.896377958333346,19.774680000000046,25.470180000000028,74.52416429776,0.6773619497210694,0.3806669875806945,17.966603013888914,101418.11647222222
Nyengwe,1981-07-01,1981,7,0.40838709677419377,0.40838709677419377,1.03,1.03,27.622580645161285,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.92068243279573,21.018700000000024,25.423940000000016,8.8083744111,0.8304242185858871,0.3017572641370968,16.43747592741937,101362.83056451613
Nyengwe,1981-08-01,1981,8,0.3722580645161288,0.3722580645161288,1.1,1.1,28.35483870967742,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.146155873655914,20.435270000000003,25.73004000000003,133.46004466052,0.8077494094948038,0.0864365628103172,17.252198467741948,101276.61596102151
Nyengwe,1981-09-01,1981,9,0.35833333333333334,0.35833333333333334,1.45,1.45,27.44666666666666,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.566704138888895,20.149620000000027,26.052400000000034,130.4717065697,0.6934265546972221,0.0029331100753333277,17.679198361111162,101204.70753472221
Nyengwe,1981-10-01,1981,10,0.3596774193548386,0.3596774193548386,11.28,11.28,27.438709677419357,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.039766626344147,20.69583,25.972830000000044,390.27619414208,0.35345192398655917,0.20716833198840054,18.790906518817224,101158.41262096773
Nyengwe,1981-11-01,1981,11,0.34933333333333333,0.34933333333333333,9.54,9.54,26.94,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.036394916666666,20.91384000000005,25.357500000000016,277.76646585678,0.41273489232486116,0.38928231151347226,18.657099500000015,101120.8947361111
Nyengwe,1981-12-01,1981,12,0.5461290322580646,0.5461290322580646,15.91,15.91,26.87741935483871,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.515258346774203,20.31370000000004,25.602959999999996,522.50385171712,0.0019976771950268872,0.6934058275744623,19.06344006720434,101206.59585349463
Nyengwe,1982-01-01,1982,1,0.5832258064516129,0.5832258064516129,12.52,12.52,26.509677419354837,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.04610638440863,19.660799999999995,25.926350000000014,322.13997735214,0.06140048561045699,0.6222515926748655,19.101291975806475,101111.01688172044
Nyengwe,1982-02-01,1982,2,0.5424999999999999,0.5424999999999999,11.13,11.13,26.75714285714285,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.299975982142882,20.17240000000004,26.53875000000005,331.23278581144,0.06528541622425596,0.5681931411215774,18.987818601190497,101075.83136160714
Nyengwe,1982-03-01,1982,3,0.5890322580645162,0.5890322580645162,8.81,8.81,27.88387096774193,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.29797043010757,19.85208,26.452050000000042,382.95531249612003,0.026367585351962368,0.6381176844065323,19.503013413978522,101081.54301747312
Nyengwe,1982-04-01,1982,4,0.673,0.673,15.14,15.14,25.72666666666667,,,,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.588205069444427,20.587180000000046,25.6087,575.98877013636,0.18524985998333332,0.5122259990948055,19.438015347222233,101196.40071527778
