river,date,year,month,water_level,water_level_observed,runoff,runoff_observed,temp_max_observed,temp_min_observed,temp_mean_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean,temp_max_imputed,temp_min_imputed,temp_mean_imputed,precip_bias_factor,precip_imputed
Nyakagunda,2014-02-01,2014,2,,,,,30.182142857142868,17.696428571428573,23.93928571428572,107.8,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.2223377678572,15.234770000000026,29.22442000000001,44.00587087868,-0.1648857714400759,-0.1376312798540178,12.946853645833356,101204.11317708336,False,False,False,1.9960780806672505,False
Nyakagunda,2014-03-01,2014,3,,,,,31.54193548387097,16.890322580645165,24.216129032258067,55.6,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.69559955645161,15.42452000000003,29.72787,33.71095654278,-0.7735783592271506,0.3392340145804301,12.077014139784978,101257.78233870969,False,False,False,1.9960780806672505,False
Nyakagunda,2014-04-01,2014,4,,,,,31.563333333333333,18.60333333333333,25.08333333333333,70.9,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.117131625000013,14.49430000000001,29.899530000000027,35.399436988759994,-1.348260985900278,0.7363551239355556,12.102741736111112,101347.68975,False,False,False,1.9960780806672505,False
Nyakagunda,2014-05-01,2014,5,,,,,32.66451612903226,17.903225806451612,25.283870967741933,28.2,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.44222004032258,14.78884000000005,28.96072000000004,8.56161125482,-1.7334889842258066,1.1524654311854838,11.375664650537658,101373.8667876344,False,False,False,1.9960780806672505,False
Nyakagunda,2014-06-01,2014,6,,,,,31.90333333333333,17.37333333333333,24.63833333333333,24.800000000000004,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.00405427777781,14.63050000000004,28.774560000000008,2.4185180551,-1.3715968237805556,0.8328944645338888,11.28782108333337,101510.9905277778,False,False,False,1.9960780806672505,False
Nyakagunda,2014-07-01,2014,7,,,,,32.39677419354838,15.148387096774195,23.772580645161288,1.0,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.238032822580635,14.479270000000042,29.212300000000027,0.5826950068,-1.1998497946854838,0.8750763550174059,9.186916895161346,101604.44899193548,False,False,False,1.9960780806672505,False
Nyakagunda,2014-08-01,2014,8,,,,,33.064516129032256,17.909677419354836,25.487096774193542,8.8,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.20156952956995,14.78860000000003,28.91158000000001,7.766008376339999,-1.0821881842365593,0.862851644091547,10.225375443548389,101475.28976478492,False,False,False,1.9960780806672505,False
Nyakagunda,2014-09-01,2014,9,,,,,32.303333333333335,18.106666666666666,25.205,103.8,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.363108055555585,14.63787000000002,29.990200000000016,15.902996079,-1.1846497218708334,0.7622550758513611,10.466863194444445,101407.69149305556,False,False,False,1.9960780806672505,False
Nyakagunda,2014-10-01,2014,10,,,,,31.98387096774193,18.4,25.191935483870964,128.2,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.45491634408603,14.16348000000005,29.447050000000047,36.16714472544,-0.8943323728844087,0.4976214143896505,11.98962284946242,101315.94946908604,False,False,False,1.9960780806672505,False
Nyakagunda,2014-11-01,2014,11,,,,,32.41666666666667,18.08333333333333,25.25,38.5,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.95570138888894,14.067300000000046,28.79275000000001,30.4503441981,-0.9608414749016194,0.4788633982074999,12.876698736111166,101303.28714583334,False,False,False,1.9960780806672505,False
Nyakagunda,2014-12-01,2014,12,,,,,31.38064516129032,19.14516129032258,25.26290322580645,174.70000000000002,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.03506408602152,14.780900000000033,28.432950000000005,54.49485770546,-0.5588430663638441,0.1511319892849462,13.43034868279574,101357.464952957,False,False,False,1.9960780806672505,False
Nyakagunda,2015-01-01,2015,1,,,,,30.287096774193557,19.04193548387097,24.664516129032265,116.70000000000002,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.15821751344089,13.04830000000004,28.6293,38.99288170696,0.1830034105506855,-0.2459525436941263,13.196858454301092,101385.22006048386,False,False,False,1.9960780806672505,False
Nyakagunda,2015-02-01,2015,2,,,,,31.164285714285715,18.42142857142857,24.792857142857144,33.1,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.273519687500027,12.968400000000033,30.11337000000003,26.546001372280003,-0.4650066922063988,0.0492491264433035,12.824784508928587,101239.20584821427,False,False,False,1.9960780806672505,False
Nyakagunda,2015-03-01,2015,3,,,,,31.72903225806452,18.59,25.15951612903226,135.79999999999998,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.92665958333339,13.310820000000035,29.72213000000005,92.04721450034,-0.9142228804442796,0.5880343118641129,13.612989946236551,101267.47609543012,False,False,False,1.9960780806672505,False
Nyakagunda,2015-04-01,2015,4,,,,,30.99000000000001,18.37333333333333,24.68166666666667,129.60000000000002,MPARAMBO,MPARAMBO,grid_m2.75_29.00,19.922818638888884,14.587730000000022,26.614900000000038,79.63657390006,-0.6086727987472222,0.4045488148697223,15.120766583333364,101453.847,False,False,False,1.9960780806672505,False
Nyakagunda,2015-05-01,2015,5,,,,,30.0,19.3,24.65,23.90000000000001,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.4164565053764,14.6207,27.50576000000001,24.70588677246,-1.3071571697137097,0.8222092039637097,14.312904798387136,101516.29663978497,False,False,False,1.9960780806672505,False
Nyakagunda,2015-06-01,2015,6,,,,,30.85666666666667,17.703333333333333,24.28,51.3,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.58033787500005,15.4495,26.903830000000028,3.94630432924,-1.046652879579722,0.7098051286775,12.650935027777791,101561.20543750002,False,False,False,1.9960780806672505,False
Nyakagunda,2015-07-01,2015,7,,,,,32.33225806451614,15.774193548387096,24.053225806451614,0.0,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.6935672715054,12.727700000000029,27.4828,0.69141387974,-1.1408072663158602,0.9924776838234408,10.960383911290364,101556.51051747311,False,False,False,1.9960780806672505,False
