river,year,month,water_level,runoff,temp_max_observed,temp_min_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean,temp_max_imputed,temp_min_imputed,precip_bias_factor,precip_imputed,ndvi,water_level_imputed_v2,wl_imputed_v2,water_level_m
Kaburantwa,2006,9,,0.08,32.09426000000002,13.77950000000004,15.439888868912668,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.364094986111127,13.77950000000004,32.09426000000002,6.993293818060001,0.6503761088565277,0.7841747088348889,10.624481875000017,101292.0680763889,True,True,2.207813552612297,True,0.449919880393249,1.3604339431155252,True,770.0055
Kaburantwa,2006,10,,0.07,32.99136000000004,16.862270000000024,12.573202729161547,MPARAMBO,MPARAMBO,grid_m3.00_29.25,24.397604247311847,16.862270000000024,32.99136000000004,5.69486617848,0.7297586638821237,0.6154100771653226,10.8655941532258,101172.17910618278,True,True,2.207813552612297,True,0.46421783177661,1.3431851810527515,True,769.8365
Nyakagunda,2006,10,,,30.650400000000047,13.911100000000031,20.60465725911581,MPARAMBO,MPARAMBO,grid_m2.75_29.00,22.07673463709682,13.911100000000031,30.650400000000047,10.3225707745,-1.2727667485077958,0.8664260148295698,9.735086626344128,101258.91921370968,True,True,1.9960780806672505,True,0.401580989213065,0.4091240033085196,True,769.8365
Mutimbuzi,2006,10,,11.43,31.783870967741933,19.916129032258063,62.99999999999999,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,25.59002090053769,17.28230000000002,33.646330000000034,1.6059875311,1.5357338080967742,0.7292439241417473,11.844784610215072,101144.6571438172,False,False,1.5476478434872514,False,0.498146763271082,1.4346505303149186,True,769.8365
Jiji,2006,10,0.5612903225806453,,22.82258064516129,10.464516129032257,94.4,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,21.36241887096776,15.403470000000029,28.097560000000044,96.6408252215,-1.0785489420752687,0.557442429739785,13.816173024193574,101306.60034946236,False,False,0.7469623692808592,False,0.585473861482148,0.5612903225806453,False,769.8365
Mulembwe,2006,10,0.8212903225806448,10.58,22.82258064516129,10.464516129032257,94.4,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,22.31844994623657,18.010430000000042,27.651730000000043,314.51153628168,0.1910702502507258,0.529527705039875,17.923193118279585,101208.50306451612,False,False,0.3376177859350189,False,0.473188394774715,0.8212903225806448,False,769.8365
Rusizi,2006,10,,,31.783870967741933,19.916129032258063,62.99999999999999,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,25.59002090053769,17.28230000000002,33.646330000000034,1.6059875311,1.5357338080967742,0.7292439241417473,11.844784610215072,101144.6571438172,False,False,1.5043629271954442,False,0.397906816616625,2.596549999999997,True,769.8365
Nyengwe,2006,10,,2.14,32.2,21.35250000000002,50.6,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,24.494367755376345,21.35250000000002,28.06326000000001,155.68804762392,0.8536154022509408,0.1104878882169354,18.3564191801076,101125.96778225809,False,True,0.3658537084356579,False,0.508490065161225,1.2081144678599056,True,769.8365
Buzimba,2006,10,0.3061290322580644,10.58,32.2,18.010430000000042,50.6,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,22.31844994623657,18.010430000000042,27.651730000000043,314.51153628168,0.1910702502507258,0.529527705039875,17.923193118279585,101208.50306451612,False,True,0.2550133648657899,False,0.447596022797124,0.3061290322580644,False,769.8365
Nyamagana,2006,10,,,32.99136000000004,16.862270000000024,12.453819952389257,MPARAMBO,MPARAMBO,grid_m3.00_29.25,24.397604247311847,16.862270000000024,32.99136000000004,5.69486617848,0.7297586638821237,0.6154100771653226,10.8655941532258,101172.17910618278,True,True,2.186850324850525,True,0.341210634731227,0.7051060809281258,True,769.8365
Nyengwe,2006,11,,16.82,27.73333333333333,20.57363000000004,208.2,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.545887111111146,20.57363000000004,25.12826000000001,497.05982132478,0.1473799202661111,0.6592948498691666,18.86749023611111,101191.90770833332,False,True,0.3658537084356579,False,0.3761806536838065,0.6784046046748013,True,769.635
Rusizi,2006,11,,,28.47000000000001,19.75333333333333,157.1,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.591397680555588,17.672660000000008,30.40148000000005,79.1926384657,0.3704891862545,0.1859482218809027,14.472153722222233,101207.24363888887,False,False,1.5043629271954442,False,0.514717192254153,2.255300000000002,True,769.635
Mulembwe,2006,11,1.4106666666666663,21.51,19.866666666666664,11.35333333333333,306.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,20.66105625,17.773400000000038,24.05886000000004,710.82687339132,-0.0852820265380555,0.7449719327508333,17.995558388888924,101261.91638194444,False,False,0.3376177859350189,False,0.1908508497136765,1.4106666666666663,False,769.635
Mutimbuzi,2006,11,,22.87,28.47000000000001,19.75333333333333,157.1,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.591397680555588,17.672660000000008,30.40148000000005,79.1926384657,0.3704891862545,0.1859482218809027,14.472153722222233,101207.24363888887,False,False,1.5476478434872514,False,0.6007088543645325,0.9812580420441356,True,769.635
Nyakagunda,2006,11,,,26.71774000000005,14.6866,83.4527645200509,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.20359695833337,14.6866,26.71774000000005,41.808366781,-0.5394690373252777,0.27939575979775,12.384449847222244,101307.79885416666,True,True,1.9960780806672505,True,0.5872161384842964,0.4900246284231156,True,769.635
Nyamagana,2006,11,,,29.241330000000005,16.125800000000027,161.64313787940637,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.93984341666669,16.125800000000027,29.241330000000005,73.91595851008,0.2673465541561806,0.2232542667660972,14.417446847222209,101233.62732638889,True,True,2.186850324850525,True,0.5950070012421855,0.6862756797235013,True,769.635
Buzimba,2006,11,0.637,21.51,27.73333333333333,17.773400000000038,208.2,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.66105625,17.773400000000038,24.05886000000004,710.82687339132,-0.0852820265380555,0.7449719327508333,17.995558388888924,101261.91638194444,False,True,0.2550133648657899,False,0.1759187529595585,0.637,False,769.635
Kaburantwa,2006,11,,0.07,29.241330000000005,16.125800000000027,163.19265495288292,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.93984341666669,16.125800000000027,29.241330000000005,73.91595851008,0.2673465541561806,0.2232542667660972,14.417446847222209,101233.62732638889,True,True,2.207813552612297,True,0.5437336399018154,1.705616844366297,True,769.635
Jiji,2006,11,0.997,,19.866666666666664,11.35333333333333,306.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.592485416666705,14.843700000000013,24.55340000000001,343.52445638520004,-0.1842729116184305,0.316020922640818,16.07995520833333,101382.58184027778,False,False,0.7469623692808592,False,0.2053411182831385,0.997,False,769.635
Nyakagunda,2006,12,,,29.367999999999995,14.877560000000017,230.99811977656287,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.16793583333333,14.877560000000017,29.367999999999995,115.72599389466,-0.2727753348338709,-0.0838448109853494,14.075241706989289,101427.82565188172,True,True,1.9960780806672505,True,0.707088910288034,0.5476544846125329,True,769.873
Kaburantwa,2006,12,,0.09,30.04965000000004,16.025840000000017,239.09087760578527,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.62688646505376,16.025840000000017,30.04965000000004,108.29305641452,0.0241495431683467,0.0674856230762096,16.014314072580646,101364.07934811828,True,True,2.207813552612297,True,0.702980934422169,1.5870954248413178,True,769.873
Rusizi,2006,12,,,28.83793103448276,20.317241379310342,116.0,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,22.743693225806453,16.600459999999998,30.91097000000002,102.44369492496,-0.4319300832283602,-0.1048422173287634,17.09043912634411,101344.53014112904,False,False,1.5043629271954442,False,0.6106219761454875,2.7199999999999953,True,769.873
Jiji,2006,12,1.3087096774193554,,20.04516129032257,11.883870967741936,397.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,18.777647056451656,14.777800000000012,24.586760000000027,365.22340769288,0.1628988607967741,0.3862676513594086,16.531698225806508,101493.98828629032,False,False,0.7469623692808592,False,0.61408193221879,1.3087096774193554,False,769.873
Buzimba,2006,12,0.9112903225806454,16.95,28.8,17.983600000000024,167.4,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.93514154569897,17.983600000000024,25.332850000000008,528.2540323624601,0.1531778643125,0.4138096012364785,18.1207855510753,101373.47805107528,False,True,0.2550133648657899,False,0.4766454558722089,0.9112903225806454,False,769.873
Mulembwe,2006,12,2.871290322580646,16.95,20.04516129032257,11.883870967741936,397.0,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,20.93514154569897,17.983600000000024,25.332850000000008,528.2540323624601,0.1531778643125,0.4138096012364785,18.1207855510753,101373.47805107528,False,False,0.3376177859350189,False,0.444721042508038,2.871290322580646,False,769.873
Nyamagana,2006,12,,,30.04965000000004,16.025840000000017,236.82070559914928,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.62688646505376,16.025840000000017,30.04965000000004,108.29305641452,0.0241495431683467,0.0674856230762096,16.014314072580646,101364.07934811828,True,True,2.186850324850525,True,0.691075482157824,1.052813926585095,True,769.873
Mutimbuzi,2006,12,,14.9,28.83793103448276,20.317241379310342,116.0,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,22.743693225806453,16.600459999999998,30.91097000000002,102.44369492496,-0.4319300832283602,-0.1048422173287634,17.09043912634411,101344.53014112904,False,False,1.5476478434872514,False,0.6775204756358415,1.437655514744586,True,769.873
Nyengwe,2006,12,,13.53,28.8,20.37228000000005,167.4,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.7314307526882,20.37228000000005,25.198080000000004,336.00997901338,0.4160608757495967,0.3306836568978763,18.93338549731186,101300.7216532258,False,True,0.3658537084356579,False,0.478349784213723,0.8349819355474271,True,769.873
Rusizi,2007,1,,,30.23,20.52,142.69999999999993,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.65030493279573,16.957400000000007,31.22225000000003,83.68778240556,0.1097024338615591,-0.0022980056869623,17.085633051075263,101333.13036290322,False,False,1.5043629271954442,False,0.65759095327081,2.792099999999996,True,770.2925
Nyakagunda,2007,1,,,28.09304000000003,13.70544000000001,201.58261194237804,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.341309462365643,13.70544000000001,28.09304000000003,100.98934199758,-0.3930474307827957,-0.0103703989254973,14.449804018817249,101434.7642405914,True,True,1.9960780806672505,True,0.734955216393566,0.6142476419566713,True,770.2925
Nyamagana,2007,1,,,30.06405000000001,14.896839999999996,122.42345908631276,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.17820506720432,14.896839999999996,30.06405000000001,55.98163609788,0.3122551473784946,0.1191081386577957,15.942545483870958,101358.3359811828,True,True,2.186850324850525,True,0.715365451845163,1.1110902393753186,True,770.2925
Jiji,2007,1,1.4303225806451612,,21.06129032258065,12.012903225806443,176.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.37715614247315,15.114400000000046,25.704980000000035,389.58501882306,-0.0770913959756989,0.3221832601119623,16.994172043010792,101499.31313172042,False,False,0.7469623692808592,False,0.6840477181014595,1.4303225806451612,False,770.2925
Buzimba,2007,1,0.8277419354838709,19.03,29.17741935483871,18.26284000000004,172.49999999999994,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.16225493279569,18.26284000000004,25.41787000000005,777.9626831981999,0.0403231811571236,0.5809762593548388,18.869143387096813,101385.52547043012,False,True,0.2550133648657899,False,0.6214726233001115,0.8277419354838709,False,770.2925
Kaburantwa,2007,1,,0.11,30.06405000000001,14.896839999999996,123.59701487430928,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.17820506720432,14.896839999999996,30.06405000000001,55.98163609788,0.3122551473784946,0.1191081386577957,15.942545483870958,101358.3359811828,True,True,2.207813552612297,True,0.7374752829437645,1.5900121930813849,True,770.2925
Mulembwe,2007,1,2.968709677419355,19.03,21.06129032258065,12.012903225806443,176.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.16225493279569,18.26284000000004,25.41787000000005,777.9626831981999,0.0403231811571236,0.5809762593548388,18.869143387096813,101385.52547043012,False,False,0.3376177859350189,False,0.5969712683943504,2.968709677419355,False,770.2925
Nyengwe,2007,1,,13.61,29.17741935483871,20.133500000000023,172.49999999999994,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.91021477150537,20.133500000000023,26.00277,520.93839650162,0.2256941694650537,0.4414905829951613,19.529709059139805,101312.57069892473,False,True,0.3658537084356579,False,0.679438142052555,1.0344047188546457,True,770.2925
Mutimbuzi,2007,1,,15.33,30.23,20.52,142.69999999999993,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.65030493279573,16.957400000000007,31.22225000000003,83.68778240556,0.1097024338615591,-0.0022980056869623,17.085633051075263,101333.13036290322,False,False,1.5476478434872514,False,0.684587845280741,1.6461245745632311,True,770.2925
Jiji,2007,2,1.4371428571428573,,21.48928571428572,11.421428571428574,291.90000000000003,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.81914541666669,15.223100000000043,26.09860000000004,226.9716261819,0.01398011595,0.2656837191735118,16.41460355654766,101360.69151041664,False,False,0.7469623692808592,False,0.779025675947199,1.4371428571428573,False,770.5715
Buzimba,2007,2,0.857142857142857,17.63,29.267857142857142,18.36763999999999,108.20000000000002,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.804456398809577,18.36763999999999,26.52474000000001,459.05923837068,0.0832884429573214,0.3033860081834821,18.46701446428574,101242.7655282738,False,True,0.2550133648657899,False,0.529129421305121,0.857142857142857,False,770.5715
Nyamagana,2007,2,,,30.57345000000004,15.42837000000003,116.3576569567012,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.44843556547619,15.42837000000003,30.57345000000004,53.20787418986,0.2842873851065982,0.0930210751230654,15.238313377976226,101229.18517857142,True,True,2.186850324850525,True,0.691874841496901,1.1470817374978657,True,770.5715
Mutimbuzi,2007,2,,18.45,30.825,20.222222222222225,81.7,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.291409032738105,15.574850000000026,31.570460000000026,77.02445991518,0.0845105973044643,-0.1747575940004464,16.358398511904795,101206.13476934524,False,False,1.5476478434872514,False,0.6873850620978155,1.863362800505465,True,770.5715
Nyengwe,2007,2,,13.18,29.267857142857142,21.256370000000004,108.20000000000002,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.709657038690523,21.256370000000004,26.53842000000003,284.20305272132003,0.4727058193349702,0.1552929194002678,19.32109122023809,101164.53824404762,False,True,0.3658537084356579,False,0.6707598239180126,1.0877258254244158,True,770.5715
Nyakagunda,2007,2,,,29.33620000000002,14.213700000000015,105.99196362647967,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.04079302083335,14.213700000000015,29.33620000000002,53.10010898524,-0.3454878908258929,-0.0051641459822023,13.30487099702384,101303.27093749998,True,True,1.9960780806672505,True,0.7215933553242705,0.5618235057471268,True,770.5715
Mulembwe,2007,2,2.8571428571428568,17.63,21.48928571428572,11.421428571428574,291.90000000000003,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.804456398809577,18.36763999999999,26.52474000000001,459.05923837068,0.0832884429573214,0.3033860081834821,18.46701446428574,101242.7655282738,False,False,0.3376177859350189,False,0.5869340387668185,2.8571428571428568,False,770.5715
Kaburantwa,2007,2,,0.2,30.57345000000004,15.42837000000003,117.47306574206296,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.44843556547619,15.42837000000003,30.57345000000004,53.20787418986,0.2842873851065982,0.0930210751230654,15.238313377976226,101229.18517857142,True,True,2.207813552612297,True,0.7254615333501385,1.5481971113139807,True,770.5715
Rusizi,2007,2,,,30.825,20.222222222222225,81.7,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.291409032738105,15.574850000000026,31.570460000000026,77.02445991518,0.0845105973044643,-0.1747575940004464,16.358398511904795,101206.13476934524,False,False,1.5043629271954442,False,0.616106395611726,2.4578499999999996,True,770.5715
Nyengwe,2007,3,,12.86,30.33870967741936,20.63406000000004,120.1,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.532426693548416,20.63406000000004,26.639250000000004,367.45452848554,0.1671484048485215,0.586495368391801,19.72255805107528,101137.9126545699,False,True,0.3658537084356579,False,0.557127734734904,1.0503461384654464,True,770.5933333333332
Rusizi,2007,3,,,31.30645161290322,19.61290322580645,86.5,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.341374677419367,17.231040000000007,32.06857000000002,3.71408463804,0.9956894952244624,0.4858057377216397,14.957972634408634,101134.54809139784,False,False,1.5043629271954442,False,0.642495699490593,3.8873499999999934,True,770.5933333333332
Nyakagunda,2007,3,,,29.842030000000022,14.488850000000014,65.07770848451236,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.474268575268862,14.488850000000014,29.842030000000022,32.60278699256,-1.1451547061428762,0.5491825430986559,11.944056196236602,101231.07073924733,True,True,1.9960780806672505,True,0.650108735710629,0.5271319737539062,True,770.5933333333332
Nyamagana,2007,3,,,31.388540000000035,16.77496000000002,37.14560622320477,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.517604677419342,16.77496000000002,31.388540000000035,16.98589327358,0.3076500223066532,0.614559727434543,14.0802316935484,101158.3459610215,True,True,2.186850324850525,True,0.6192870487513825,0.857126471866541,True,770.5933333333332
Mulembwe,2007,3,2.2493548387096776,18.89,21.670967741935485,11.132258064516128,182.29999999999995,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.722407069892483,18.079980000000035,26.55880000000002,497.69973791622,-0.1988026405413978,0.7172812384583332,18.59382741935485,101211.499375,False,False,0.3376177859350189,False,0.532114312365763,2.2493548387096776,False,770.5933333333332
Buzimba,2007,3,0.4641935483870968,18.89,30.33870967741936,18.079980000000035,120.1,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.722407069892483,18.079980000000035,26.55880000000002,497.69973791622,-0.1988026405413978,0.7172812384583332,18.59382741935485,101211.499375,False,True,0.2550133648657899,False,0.4625012377862015,0.4641935483870968,False,770.5933333333332
Kaburantwa,2007,3,,0.23,31.388540000000035,16.77496000000002,37.50168537263599,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.517604677419342,16.77496000000002,31.388540000000035,16.98589327358,0.3076500223066532,0.614559727434543,14.0802316935484,101158.3459610215,True,True,2.207813552612297,True,0.6828309366652514,1.5164532874171843,True,770.5933333333332
Jiji,2007,3,1.077741935483871,,21.670967741935485,11.132258064516128,182.29999999999995,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.849000591397896,14.803300000000036,26.286980000000028,194.89765123918,-0.6973325450504032,0.2813064614901882,16.296437943548426,101336.80427419354,False,False,0.7469623692808592,False,0.704963793254068,1.077741935483871,False,770.5933333333332
Mutimbuzi,2007,3,,17.41,31.30645161290322,19.61290322580645,86.5,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.341374677419367,17.231040000000007,32.06857000000002,3.71408463804,0.9956894952244624,0.4858057377216397,14.957972634408634,101134.54809139784,False,False,1.5476478434872514,False,0.6884017697277555,1.8711247092628636,True,770.5933333333332
Kaburantwa,2007,4,,0.18,32.21737000000002,16.204769999999996,46.1849120245607,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.945590888888887,16.204769999999996,32.21737000000002,20.91884614528,0.1874321200661805,0.6102887883430556,14.381081402777795,101214.11975694443,True,True,2.207813552612297,True,0.717145145190964,1.4033615419769343,True,770.8063333333333
Nyamagana,2007,4,,,32.21737000000002,16.204769999999996,45.74638548830372,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.945590888888887,16.204769999999996,32.21737000000002,20.91884614528,0.1874321200661805,0.6102887883430556,14.381081402777795,101214.11975694443,True,True,2.186850324850525,True,0.615440620857713,0.6909513527321888,True,770.8063333333333
Buzimba,2007,4,0.4516666666666666,14.12,29.53333333333333,18.02206000000001,423.6,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.525362736111163,18.02206000000001,25.95645000000001,502.53200417628,-0.1429091345731944,0.5909013107886112,18.58115462500001,101251.5590625,False,True,0.2550133648657899,False,0.4223607623434035,0.4516666666666666,False,770.8063333333333
Nyakagunda,2007,4,,,29.63730000000004,14.39626000000004,93.64230451926912,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.96201876388892,14.39626000000004,29.63730000000004,46.91314704882,-1.3238431067152778,0.7700706908658332,12.521060722222272,101285.1988125,True,True,1.9960780806672505,True,0.6572460084551359,0.5313410746067053,True,770.8063333333333
Nyengwe,2007,4,,11.67,29.53333333333333,20.93780000000004,423.6,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.277996208333377,20.93780000000004,26.02870000000001,495.77903733438,0.3377698469829167,0.4108286115864722,19.75550079166669,101178.64949305556,False,True,0.3658537084356579,False,0.6575018284301025,1.2570950713557725,True,770.8063333333333
Mulembwe,2007,4,1.8656666666666664,14.12,21.026666666666667,11.326666666666664,210.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.525362736111163,18.02206000000001,25.95645000000001,502.53200417628,-0.1429091345731944,0.5909013107886112,18.58115462500001,101251.5590625,False,False,0.3376177859350189,False,0.438996920057709,1.8656666666666664,False,770.8063333333333
Jiji,2007,4,1.1266666666666665,,21.026666666666667,11.326666666666664,210.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.576016194444435,14.971280000000036,25.90762000000001,187.97254555702,-0.9015666316969444,0.2413692470676389,16.16786238888892,101380.95038194444,False,False,0.7469623692808592,False,0.649677460491486,1.1266666666666665,False,770.8063333333333
Mutimbuzi,2007,4,,19.14,30.863333333333337,20.293333333333337,149.90000000000003,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.33852718055556,17.434529999999995,32.27987000000002,12.87317262672,0.9950235366777304,0.5666378028088889,14.606830055555577,101183.24790277776,False,False,1.5476478434872514,False,0.678708422127879,1.6908524180659903,True,770.8063333333333
Rusizi,2007,4,,,30.863333333333337,20.293333333333337,149.90000000000003,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.33852718055556,17.434529999999995,32.27987000000002,12.87317262672,0.9950235366777304,0.5666378028088889,14.606830055555577,101183.24790277776,False,False,1.5043629271954442,False,0.5712606317838735,2.938699999999999,True,770.8063333333333
Mulembwe,2007,5,1.37,6.41,20.161290322580648,11.251612903225809,30.500000000000004,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.159996061828,17.958730000000003,25.090779999999995,431.51617097586,-0.0243819247732526,0.5344575450479248,18.466012983871,101370.13528897848,False,False,0.3376177859350189,False,0.5248048055683185,1.37,False,770.8935
Buzimba,2007,5,0.5861290322580646,6.41,30.735483870967744,17.958730000000003,30.2,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.159996061828,17.958730000000003,25.090779999999995,431.51617097586,-0.0243819247732526,0.5344575450479248,18.466012983871,101370.13528897848,False,True,0.2550133648657899,False,0.4883355249127925,0.5861290322580646,False,770.8935
Nyakagunda,2007,5,,,29.19717000000003,14.810000000000002,32.173837370798815,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.68385620967745,14.810000000000002,29.19717000000003,16.11852646568,-1.6310582529338709,1.0769157005649193,12.781435040322606,101394.50708333332,True,True,1.9960780806672505,True,0.638446471971032,0.4688914630012181,True,770.8935
Nyamagana,2007,5,,,31.525300000000016,16.69702000000001,12.999189370001153,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.99929635752693,16.69702000000001,31.525300000000016,5.94425197842,0.2862647058110215,0.9455417921362904,14.34639721774198,101328.35323252688,True,True,2.186850324850525,True,0.587755037163764,0.820698327269788,True,770.8935
Nyengwe,2007,5,,5.5,30.735483870967744,20.67544000000004,30.2,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.04160350806455,20.67544000000004,25.496200000000044,357.21588063252,0.7185340601500001,0.2458715128212365,19.520624422043,101299.3589314516,False,True,0.3658537084356579,False,0.6840797020873155,1.15391177007562,True,770.8935
Rusizi,2007,5,,,31.074193548387104,20.19677419354839,22.2,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.16145022849463,17.19924000000003,32.08596,5.61666486862,1.3708200545349465,0.9025927313979704,14.557852231182835,101301.76079301076,False,False,1.5043629271954442,False,0.5799817630201396,3.4391500000000006,True,770.8935
Jiji,2007,5,0.9538709677419356,,20.161290322580648,11.251612903225809,30.500000000000004,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.52583955645161,15.1447,25.066430000000025,139.25647717927998,-1.372449013470371,0.399787738539785,15.41674123655912,101486.1739516129,False,False,0.7469623692808592,False,0.71290503302204,0.9538709677419356,False,770.8935
Kaburantwa,2007,5,,0.09,31.525300000000016,16.69702000000001,13.123800078098135,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.99929635752693,16.69702000000001,31.525300000000016,5.94425197842,0.2862647058110215,0.9455417921362904,14.34639721774198,101328.35323252688,True,True,2.207813552612297,True,0.669371172871446,1.5061689996746073,True,770.8935
Mutimbuzi,2007,5,,4.23,31.074193548387104,20.19677419354839,22.2,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.16145022849463,17.19924000000003,32.08596,5.61666486862,1.3708200545349465,0.9025927313979704,14.557852231182835,101301.76079301076,False,False,1.5476478434872514,False,0.6509835255841745,1.9250329363583525,True,770.8935
Kaburantwa,2007,6,,0.08,29.01025000000004,14.082850000000008,70.23749248060261,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.50391198611112,14.082850000000008,29.01025000000004,31.81314490868,0.1507309178205555,0.7286127301309722,13.66679483333337,101433.77795833332,True,True,2.207813552612297,True,0.689278274314953,1.7046376523507654,True,770.8043333333334
Nyakagunda,2007,6,,,27.520530000000008,13.367999999999997,23.06507123872533,MPARAMBO,MPARAMBO,grid_m2.75_29.00,19.781706055555617,13.367999999999997,27.520530000000008,11.55519489048,-1.2046320391172225,0.73458468083375,11.28594641666666,101494.13626388888,True,True,1.9960780806672505,True,0.6012476170164356,0.4422427764976956,True,770.8043333333334
Nyamagana,2007,6,,,29.01025000000004,14.082850000000008,69.57058627806367,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.50391198611112,14.082850000000008,29.01025000000004,31.81314490868,0.1507309178205555,0.7286127301309722,13.66679483333337,101433.77795833332,True,True,2.186850324850525,True,0.563962496082349,0.8179274039938562,True,770.8043333333334
Buzimba,2007,6,0.288,5.97,29.83333333333333,16.323080000000004,22.8,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,20.5967366388889,16.323080000000004,23.951440000000048,236.174106771,0.0927787153192777,0.5776171794788889,17.098763777777776,101459.93501388888,False,True,0.2550133648657899,False,0.5557661709120385,0.288,False,770.8043333333334
